Date,Time Taken,Condition,Review,Rating
"September 21, 2016",,"For Gout, Acute:","I get gout in both big toe joints a couple of times per year and have always been to busy to go to the Doctor.
I started off having tablets from friends who suffer from gout and tried a few different types that they had been prescribed and always kept on stand-by! The best one I've found (and I've suffered for several years now) was Naproxen. My friends would give me a few pills and they would relieve it every time. Some other NSAIDs did not work at all.
After doing a bit of research I discovered that Naproxen is a prescription drug. However, it is contained in Feminax Ultra which is sold over the counter for period pain only. I always keep a pack near me and take 4 pills as soon as I feel it starting. Works every time.",10
"January 9, 2016",Taken for 1 to 6 months,For Period Pain:,Doctor prescribed me naproxen sodium since I have endometriosis and it helps my cramps a lot.  My cramps before were so bad they made me stay in bed and made me nauseous. This stops/slows the cramps thus eliminating all my other period pains. Definitely recommend this to other women with the same problem.,9
"September 27, 2015",,For Back Pain:,I have been suffering from back and shoulder pain non stop for 8 months now. Was prescribed narcotics which made me feel horrible. Took naproxen before bed and I had the best night sleep I've had in about a year. Worked great for me!,
"December 4, 2015",Taken for 6 months to 1 year,Aleve (naproxen) for Back Pain:,"This should be the first thing you take when you realize you have back pain. At the very least this will take the sharp edge off and give you enough time to get to Urgent Care or an immediate doctor appointment. I have noticed that for extended use (2-5 days) the pain symptoms slowly come back, but at least this is something I can buy OTC.",4
"December 1, 2015",Taken for less than 1 month,For Headache:,"I was suffering from the common cold and had symptoms of dry cough, congested sinus, large headache, slight ear pain, sore throat, and muscle pain in my knees and gleutus maximus. I couldn't eat anything either and at times felt like vomiting. Also, I would wake up in the middle of sleeping, mumbling from my symptoms and pain. And, I would sleep long hours, and no sleep is enough for me. Taking naproxen 220 mg and sleeping that night, I felt 10 times better. The headache was gone, and so was the muscle pain. I slept good that night. I feel like I could do the usual tasks (including eating) now.",9
"December 2, 2009",,"For Gout, Acute:","2 OTC naproxen (Aleve) every 8 hours starting with onset of gout attack with pain; then 2 Aleve every 12 hours for 3  days, or until pain is gone; reduce to 1 Aleve every 12 hours as soon as possible.
NOTE: This works great for acute control of pain, but be SURE to see your MD about starting you on Allopurinol to markedly reduce chances of getting gout attacks (reduces uric acid excess).",9
"April 26, 2011",,Aleve (naproxen) for Back Pain:,"Really good at back pain relief, but after extended use [ I have 2 ruptured discs] my skin started to tear easily, but I was in my 30's at the time. So I don't use for long periods but occasional usage is fine.",7
"August 4, 2018",,For Back Pain:,I took naproxen 500 mg late Tuesday night with food as told and by early hours Wednesday I was in real bad pain stomach cramps and wind and didn't help at all with the pain for my back. All day Wednesday back pain was just as bad and cramps too. The cramps stopped about 8pm Wednesday night and my stomach hasn't been right since just wondering if anyone else has as same thing happen to them.,
"April 12, 2017",,For Neck Pain:,"Having constant painful neck pain on both sides of my neck. 
Naproxen will help with most of the pain(tolerable-somewhat) 
But those pesky NSAIDS and their stoke/heart attack possibilities. 
If not for that little concern they would be a favorite for life. 
But seriously the naproxen really can help you for some neck pain relief. Just not to safe to use more than 10 days. I just wish my neck pain was just a ten day issue? Chronic neck pain can drain you of your life if you let it. 
But like others I wish to help people if I can with my experience with naproxen and just let people know they are not alone with their neck issues.
Good luck to all! We are going to need it.",8
"May 9, 2008",,Naprelan (naproxen) for Pain:,"I have suffered with right lower back pain for many years. I have taken Flexeril, Ibuprofen800, Percocet all of which dulled the pain or put me to sleep. My doctor put me on Naprelan and after two doses I am almost completely free of back pain.",10
"August 14, 2017",Taken for less than 1 month,For Back Pain:,Naproxen was the only medication that has worked with the excruciating right leg pain due to a herniated disk. The pain would keep me up all night crying. I am now into week 4 of physical therapy I can now do all of the stretches. The only side effect I have is it did cause some stomach issues but it was worth it to not have the nerve pain. Finally seeing recovery in my future.,10
"August 2, 2014",Taken for 1 to 6 months,For Back Pain:,"My back pain started right after the kidney infection and tried X-ray, ultrasound, and therapy (still going for therapy), and physical massages. I avoided any medicine until I felt feverish one day and took one Advil pill. As I was sitting down comfortably and had to get up to make dinner, I noticed drastic change that I was in lesser pain, but still in pain. I was able to move better than I have been in two months. The physical therapy was helping, but it was a slow progress due to my work environment that requires me to lift heavy things. The massages were a bit helpful, but I wanted it everyday sort of a thing to get a relief. I ended up taking 2 Advils, but it wasn't enough for me. I told the doctor and she gave me this! No more pain!",10
"January 14, 2020",,For Period Pain:,Amazing amazing amazing! They are like magic pills. I have to take mine 2 or 3 days before my period and they take my pain away. I sometimes don't have to take it on my first day. My cramps were so bad that they used to stop one day of my life completely- they were soo bad I would faint. Now I feel normal again and am not scared of my period!,10
"January 16, 2016",Taken for 1 to 2 years,For Period Pain:,"Girls... If you want to be able to function and actually get out of bed this is the solution for you. I have unbearable cramps to where I'm stuck in bed and cry all day from the pain. I've tried everything over the counter and nothing has worked. I was prescribed the 550 mg and my life has changed. Even though there are times where I still have pain it's not as bad as it was. I don't experience any real side effects except sometimes I get a little tired, but it's not horrible.",8
"December 16, 2013",Taken for less than 1 month,Aleve (naproxen) for Pain:,"I have a rare, incurable disease called Neurofibromatosis (Type 1). With this condition, pain is an everyday thing, especially back pain because I have scoliosis (a curve of the spine; side effect of NF1). In the past I would take 3 Ibuprofen, which had very little effect. Just yesterday I switched to Aleve; those first two pills really made a difference. My pain went away about an hour later and it worked a lot faster than the other medicines I've taken.

Thank you, Aleve!",
"January 1, 2017",Taken for 2 to 5 years,For Period Pain:,"I have always had severe period cramps, fainting, nausea, and stabbing pains. Naproxen 500 has been the only (non birth control remedy) that greatly relieves my pain. It's tricky because you have to get the timing just right, not too soon before period cramps start or too late after they already started. You must start it the moment you feel cramps. Starting before your period isn't as effective because that's not how this medication works best.",9
"August 24, 2019",Taken for 1 to 6 months,For Muscle Pain:,"I have arthritis. I have been taking naproxen for a few months  two 500mg tablets a day. But have had terrible muscle pain in the calf’s  at the back of both legs , and could hardly walk so stopped then , and it seems to be  better",5
"February 22, 2011",,Naprelan (naproxen) for Back Pain:,"I went to see the doctor after 2 days of heat and inactivity did not help my back. After examining me and taking X-rays he prescribed the Naprelan 500mg time release for me. He also went as far as to warn me that even though I would feel better it was not healed and I needed to take it easy. I am so glad he did because after 2 days I felt almost back to normal even though the back condition was such that I am be referred to physical therapy for it. Long story short, this medicine works, just be careful.",9
"May 12, 2008",,For Muscle Pain:,"I used Naproxen when I tore a tendon in my knee and the swelling would not go down. Naproxen works. It takes some time but you have to be on a regular dose and once you stop taking it, it goes back to the way it was before (at least in my case it did).",8
"September 25, 2012",Taken for less than 1 month,For Back Pain:,I have been on medication for 14 months whilst the doctor tried to work out what the pain was. Finally had an MRI and I have 3 slipped discs. Have 100mg Tramadol 4x a day with 20mg Amitryptiline and it has no effect whatsoever. I read about Naproxen and have been prescribed it today.  The relief was almost immediate and I am hoping for my first solid nights sleep in over a year. Fingers crossed.,10
"July 13, 2014",Taken for less than 1 month,"For Gout, Acute:","3 weeks with gout (June 20th-July 12): had to use a wheelchair before I found Walgreens All Day Pain Relief 220MG, 50 Tablets. Needed 2 pills for first 12 hours and 1 pill every 12 hours. It definitely relieved!",9
"September 25, 2008",,For Muscle Pain:,"This is at present a God-send. I tore my shoulder muscles at work, nothing removed that ""sickening"" inside pain, you know the one where it makes you irritable with loved ones. This has dulled the pain after an hour. I'm actually smiling and can concentrate again. Hope this helps more out there.",9
"April 21, 2019",Taken for less than 1 month,For Pain:,"At times, I suffer from back pain although it's been much better the past 6 years.  Also from throbbing shoulder and hands, at times.  Enough pain and throbbing to stop me from doing anything, including sleeping.  I had been taking a low dose Oxycodone, which relieved pain within 15 minutes.  I still have 7 of those left from 2017, thank goodness.  Even though they've turned yellow over the years, I still take one about once a month when the pain is bad. I asked my doctor about this and she said Oxycodone doesn't go bad, so to take when needed.  She also said they couldn't prescribe Oxycodone any longer because of because people abuse them.  Well, I don't have not abused them, but because of others, not just me but others have to suffer?  Somethings not right here.  She did prescribe 500mg of Naproxen.  Good grief, why even bother taking it?  Absolutely zero relief.",1
"June 20, 2016",,For Sciatica:,"Was originally given naproxen for dental pain. but didnt use it all, I read leaflet and saw it helps nerve pain as my sciatica flared up again now lasting ten weeks onwards. I took one yesterday and one today and its eased quite a bit. My worse time is when I get up am hobbling around on one leg until nerve settles. still get the pins needles in foot and leg, but the naproxin seems to ease the actual pain and relax the nerves. It does not make the pain go but just relaxes it. It works for some and not for others but guess same with all medicines. I have tried to manage without pain killers and didnt want to end up reliant on them. but its that or having severe pain 24.7. London Uk dont pay for meds covered via other conditions.",8
"April 18, 2008",,For Period Pain:,"I have been using Naproxen 500mg for at least 8 years. I find this product very helpful for period pain, although if you take it to late, it sometimes takes up to an hour to relieve the pain, but when it goes it takes a long time to come back. I haven't had any side effects or none that I've noticed. ",8
"July 16, 2012",,For Period Pain:,"WARNING to the user of Naproxen who posted on here, that after taking naproxen, they experienced hives and weakness.  This means you are allergic to it and should consult your doctor immediately.  Taking Benadryl may alleviate the symptoms but the symptoms may worsen over time. It may not be the medicine for you.  Please consult your doctor. ",8
"February 16, 2019",Taken for less than 1 month,Aleve (naproxen) for Back Pain:,Aleve back and muscle pills are garbage they don't work. Purchased the product twice and both times they did nothing even after taking 3 both times straight garbage should discontinue product rip off with a hyped up name.,1
"December 15, 2016",,Aleve (naproxen) for Rheumatoid Arthritis:,"I have R.A and I was skeptical at first but I was in so much pain in my wrist and hand I wanted to scream. Well I took a 250 mg Aleve and it took 2 hours to kick in but I must say thank goodness for Aleve. I still feel a small amount of discomfort but its nothing that will interfere with my day, I recommend this. Normally I take Tylenol but I think I like Aleve better. My first time taking it. Put it this way it won't hurt to try and I'm glad I did.",9
"August 11, 2013",,Naprosyn (naproxen) for Pain:,Had a pain in left knee develop rather quickly. I am 70 and Dr. said was most likely arthritis. Prescribed Naproxyn and it worked very well for that knee. I have a bad right knee also that has been bad for 30 years and is getting worse. I hoped it would too get some relief but it has not. Curious about that. No noticeable side effects.,8
"March 22, 2016",Taken for less than 1 month,For Tendonitis:,"Bicep tendon rupture from weight lifting. I was prescribed over the counter Aleve which is basically Naproxen twice daily for 2 weeks, then once daily for two weeks. I experienced immediate pain relief. I'm now on my third week at once a day and feels great with no side effects. Definitely on the mend. Not much into taking any kind of meds or drugs but sometimes we need them to help us recover. I highly recommend this over any other pain reliever as it is an anti inflammatory as well which this injury needs.",8
"August 20, 2016",,For Back Pain:,"Currently taking prescribed Naproxen 500mg twice daily for severe lower back pain. I feel a small amount of relief for a 2 hours and then my back pain is in full force. I felt nauseous and i did eat 20 minutes before taking this medicine, There has to be a better way!",3
"May 25, 2013",,For Headache:,"I suffered severe and excruciating pain, sensitiveness to light, nausea, vomiting cold sweats every morning due to migraines.  I tried almost every pain medicine in the book and only found relief when the Dr. prescribed Naprosyn, I can't remember the dosage, sorry.  But it was a 12 hour pill so I was able to take it at night and not have to wait 20 minutes of pain like other medicines to kick in. it really was a God send for me!",10
"April 24, 2015",Taken for less than 1 month,For Pain:,"Taking for All over pain and arthritis from car crash. After suffering for 14 years of spine knee neck and wrist pain I was on tramadol and Co-codamol but was bedridden nearly everyday, Nhs changed me onto naproxen and I could potter about doing housework after three doses of 500mg with Co-codamol. I couldn't believe the difference after all the years of suffering! Hopefully get back to the old me in no time. Looking forward to all the ups and not so many downs.",10
"August 17, 2016",,"For Gout, Acute:","I had an acute gout attack in my big toe which was extremely painful and started right away with very high doses of Ibuprofen. After 3 days there was little to no change, still very painful, not able to walk and red and swollen. I read about Naproxen on this page and - living in the UK - it is only available in the format of Feminax, which are tablets for period pain relief. Having nothing to lose, I went ahead and bought a pack. I started at 8am with 2 pills (500 mg) which started to relief the pain about 2 hours later. I took the third pill (250 mg) at 4pm. By 7pm I could feel no pain at all. At midnight I took the next pill (8 hours later, again 250 mg) and when I woke up at 7 I had no symptoms left. What a great pill.",10
"October 29, 2009",,Aleve (naproxen) for Tendonitis:,"Aleve helped with pain.
Took 1 pilll after dinner but had bad side effects.
Stomach pain really sharp, bloating, diarrhea, my intestines were making noises , runny bloody stools.
Pain was unbearable.
No more Aleve for me.",4
"January 8, 2017",Taken for less than 1 month,"For Gout, Acute:","First gout attack 6 mo ago.  Very painful, could barely walk.  I am 46, active all my life, 200lbs, probably drink too much.  My dad also has the disease.  On the first occurance, naproxen had little effect even at high doses as is recommended for first onset.  Went to the doctor and went to the next level--Indocin.  Time and this drug helped.  I did not alter my lifestyle.

I am currently traveling through the Dominican Republic and woke up with a sore toe.  Not nearly as painful as the first attack.  Went to the pharmacia and bought some naproxen and took a good high dose (880 mg (go big or go home)).  Two hours later, I could probably play football (soccer)...Will continue one tab (220mg) every every 6 to 8 hrs for the next couple of day",10
"November 24, 2016",Taken for 1 to 6 months,For Period Pain:,"I've suffered from horrible period cramps my entire life. When I was younger, I would need to be picked up from school and was bed ridden all day.  Advil has never helped reduce these cramps, in fact, it made my bleeding heavier. I started taking naproxen after my obgyn recommended it and it really does help to reduce the severity of the cramps. I still get mild cramps the first two days, but I am able to function and perform my daily activities. It works more efficiently if you take it twice a day for a few days leading to your period.",8
"June 17, 2016",Taken for less than 1 month,For Sciatica:,"Post operational sciatica after pelvic. Floor repair
I have been taking two 500mg tablet twice daily.
It has been marvellous can barely feel any pain.
I take warfarin so really careful to take 20mgs of omprazole
in the morning. No side effects after two days. First time that I have taken 
Naproxen .I hope if ever I need this type of relief that my GP will
Prescribe again. Cannot praise enough.",8
"March 28, 2019",Taken for 1 to 6 months,Aleve (naproxen) for Period Pain:,"I have stage 4 Endometriosis and in turn have terrible period cramps. I took Advil for years, but found that it always made me nauseous and just feel really out of it. I finally took the suggestion on my friends who has bad period pain and took Aleve. I take 2 at the first sign of cramps and find that the relief lasts awhile. 
I use to take 4 extra strength liquid advils in 24 hours, now I can take 1-2 regular Aleves' and I don't get nauseous or feel weird.",9
"July 19, 2020",,For Tendonitis:,"My doctor prescribed me 500mg naproxen taken twice a day.  I've been taking it for about 2 months and it has helped me tremendously along with my low dose muscle relaxer. (I only take the muscle relaxer when I'm home for the rest of the day or right before bed. Makes me very tired.) I take my naproxen at 9:30am every day and my second dose around 3pm.  Most days are close to pain free but this past week has been different. This is the second day in a week I've had horrible pain. (My doctor says it's tendonitis but I'm going to a different dr because my doctor basically stopped trying to figure out what's really wrong with me.) Today even after my 2 doses and muscle relaxer I'm still in agony.  I can feel my muscles in my shoulders spazzing and the pain is almost burning through my arms, shoulders, neck and head. Before this week I would have rated this med a 9/10. But now I feel like my body is becoming too used to it. Has anyone else had a similar experience?",6
"November 13, 2019",Taken for less than 1 month,For Back Pain:,I have been experiencing upper back pain along with being achy. I would use a heating bad daily just to tolerate the pain. I was miserable until I started taking naproxen. I no longer lay in bed do to pain or an achy body  .,10
"February 16, 2021",Taken for 10 years or more,Naprelan (naproxen) for Pain:,"This drug was and is a godsend. I blew my knee out. Tried me on everything, including Vicodin. Did nothing. dr. Had samples of this tried, 2 days, heaven. I had to wait for knee replacement due to age. This worked better than Vicodin. 4 years later surgery. By then both knees and my Doctor messed up. Now on this 12 years. Now on SSI. No coverage $800.00 a month. Why? Worse they slowed down making it. All the bottles I have same lot number. All expired 2020. Even bottles filled few months before. This drug stopped me from having to take 10-325 Percocet. None of my pain Dr. heard of it. Pharmacist. I use to have bad migraines my whole life. I don’t recall any all these years on this drug. The lower dose did not work. But four 5-325 Percocet don’t work and one 10-325 does.  God forbid when I run out. Why people end up on stronger meds. Best anti-inflammatory out there. .",10
"April 12, 2016",,Aleve (naproxen) for Osteoarthritis:,"Dear Aleve,
Your packaging is a total fail. I had to take the pliers to the bottle to get into it (it's very accommodating now) then had to take my contacts out and hunt out some reading glasses to see how many pills to take for a dose.

The newly swallowed pills have not yet worked on the pain, so I have no way of deciding - at this point - if your product is worth the bother.",1
"September 19, 2008",,For Rheumatoid Arthritis:,I recently had my meniscus removed from my knee and am now dealing with arthritis in the knee which is hampering my recovery. I started on naproxen and didn't realize how helpful it's been until I switched to a cream version. Within a day I was in constant pain and could not exercise at all.  I went back on the pill form and was back walking nearly normal before the 2nd dose.,
"May 28, 2012",Taken for 1 to 6 months,For Period Pain:,"Suffered for 25 years, though not quite as bad now as in my teens/20s. Missing one day of my life each month to horrendous pain/nausea/fever/chills total lack of mental focus. This seems to fix everything! Amazing, wish I'd had this when I was 15.",10
"May 29, 2017",,For Pain:,"52 yr old struggled physically for 30 years, fibromyalgia, CFS, widespread joint and muscle pain.
Depressed due to daily pain and effort to do anything.
Took 500mg Naproxen and the pain, stiffness and burning has virtually gone, it took about 45 minutes to work, I feel like somebody else, woke up this morning having had a good nights sleep still feeling much better, I can't actually believe it. Ibuprofen, paracetamol didn't touch it, Zapain helps but worsens fatigue.
I was prescribed Naproxen 6 months ago 250 mg twice a day, didn't do a lot and I over read and over thought the side effects so didn't bother. I'm trying 500 mg once a day for a few days then I'll try splitting the dose. I've had no side effects on either 500mg so far, I just feel great.",10
"September 16, 2017",,For Sciatica:,"2 Weeks ago I developed severe lower back pain, I went to my chiropractor for 2 treatments thinking this would solve the problem, was out of action for a week. Then it flared up again just when I thought it was gone. I am supposed to be starting a new job on Monday, but woke up Saturday morning in severe pain down my left leg, throbbing burning pain, and my ankle and foot had no feeling..... so all I have is a tablet called INZA and paracetemol, I can't drive the manual car to the doctor to get an injection as I can't even walk properly and have no feeling in the leg. I'm seeing the physio on Monday, I wonder if this will help as they do work the muscles which might help the disk go back to normal, is this going to be a life long problem?",
"June 26, 2015",,For Period Pain:,I've always had horrible cramps which where unbearable I used Advil but I always end up taking 6+ so then my doctor prescribed Naproxens 500mg and only take 2 a day and the pain totally goes always within the first 10 minutes,10
"June 10, 2015",Taken for less than 1 month,For Sciatica:,"I've taken two doses of Naproven 500mg,, one yesterday evening and one this morning. I've had no side effects but no pain relief either. I'm getting depressed with having to put up with this debilitating pain.",1
"May 7, 2017",,For Back Pain:,"Three weeks ago today my bad back suddenly turned in to the most excruciating thing I had ever felt and I mean the pain was serious, just to put this in perspective, I'm a 24 year old guy I've broke ribs legs and arms and just sat their laughing about it but this reduced me to a mess I literally lay on the floor in the fetal position crying. Turns out I have 2 bulges on separate discs, one of which is very bad and is pressing on my nerves causing me to loose 70% feeling in my right leg. I am now taking 2 naproxen, 2 tramadol, 2 paracetamol, 1 ondansteron, I can't really speak for the naproxen alone but as a whole they do the job, they really are making life more bearable until I can have the op",9
"August 8, 2021",Taken for 6 months to 1 year,For Bursitis:,"I have extreme pain from bursitis in my hips, especially at night. Naproxen alone has not been very effective for me.  Aspercream in combination with the naproxen has offered some slight relief when it wakes me up.  Because I also have arthritis in my back I’ve tried ibuprofen and acetaminophen with very minimal relief.  Ibuprophen is probably most affective but I avoid taking ibuprofen long term.",5
"June 16, 2017",Taken for less than 1 month,For Sciatica:,"Had sciatica since December. I was prescribed Naproxen 500g twice a week but didn't want to take any meds. It went well but 15th May it flared up to a point I couldn't stay stand, seat, lay without excrutiating pain. I started taking pain killers I had at home when I get my period AKA Tesco's 30p and 60p:  200 Ibuprofen, Patacetamol 500, Paracetamol Extra 500 (with caffeine) and Extra Power Pain Control 500 (Parancetamol/Aspirin/Cafeine). I try to go 3 days paracetamols then 5 Ibuprofen with 1 day with no med in between. After 4 crippling weeks at home I finally managed to walk to a pharmacy to buy Naproxen. I have been taking it for a week. No relief. The Tesco meds were more effective at easing the pain. Naproxen do not work for me at all",1
"March 17, 2015",,Aleve (naproxen) for Costochondritis:,"I've been diagnosed with costochondritis for 2 yrs now. I have other joint issues, along with military neck and tendinitis. Nothing has worked as well and effectively as Aleve. I take anywhere from 220-500mg when needed. All my aches and pains subside and I can move about freely. Even with nerve damage. I am so thankful for Aleve!",10
"July 12, 2016",Taken for 6 months to 1 year,Aleve (naproxen) for Period Pain:,Aleve is the only pain killer that really helps. I used to take a double dose of extra strong Midol and it would last me maybe 4 hours. With the Aleve I take 1 every 11-12 hours and I am good for the day.,10
"December 15, 2016",,For Pain:,I have severe back problems. I also have arthritis.  The doctors kept giving me narcotics so I felt like a zombie all the time. and hated it.  I decided to try some Aleve.  It eased the pain enough that I can actually go out and do things I did before the back problems. No worries about being too drowsy to drive.  Not everyone can take this and you should ask your doctor before taking it.  I was an emergency room nurse for 20 years and I never had a patient with an allergic reaction to this type of medication but it can happen.  The most common side effect is stomach problems so don't take it on an empty stomach.,10
"August 30, 2018",Taken for less than 1 month,For Sciatica:,Sciatica pain was severe and switched from ibuprofen Advil to naproxen Aleve and found absolutely no difference whatsoever. Excruciating pain never subsided and barely took the edge off. Am now trying AC&C which has always worked as a pain killer for me probably due to the mix if Aspirin Caffeine and Codeine. I have read that sciatica does not necessarily need an anti inflammatory. At least I slept 5 hours straight on AC&C,1
"June 18, 2015",,Flanax Pain Reliever (naproxen) for Costochondritis:,I have had costochondritis for two months now. I have found that my body best responds to naproxen and toradol/ ketorolac. These have both been prescribed to me after my success with Flanax (Naproxen).,10
"July 18, 2019",Taken for less than 1 month,For Back Pain:,"I was given Naproxen by my doctor for lower back pain and it really worked well. The pain reduced a lot and I could sleep better. The only problem is that it make my stomach feel uneasy and a little sick at times. It also gave me gas and changed my stool. 

I’d only ever take it again if pain is unbearable, otherwise I’d rather go through the pain until it gets better rather.

However, very effective at reducing the back pain to almost no pain and that’s why I rated it 8.",8
"November 8, 2013",Taken for 1 to 2 years,For Rheumatoid Arthritis:,This pill is a super strength Rx form of Aleve. If you have chronic pain it's good for inflammation of the joints that narcotic meds just cover up. Take them for breakthrough pain prn with food. They can be hard on your tummy like Tylenol type meds. I've lived with severe pain since 1989. In 2003 I was crushed between my back bumper of my car after running outta gas and the front grill of a Blazer SUV. My left leg was degloved. After a long hospital stay and many surgeries they saved my leg by reconstruction. I finally found a pain management Dr after jumping thru lots of hoops. I always fear loosing my meds before. I get where I no longer needs. them one day ( I hope). Good luck to those that aren't so fortunate as to find a compassionate Dr.,5
"January 18, 2019",Taken for 10 years or more,"For Gout, Acute:","Hi i'm 30 years old, I have had gout flare ups since I was a little kid some severe enough to cause surgery to have to be performed. I get flare ups in both feet from my toes all the way to my ankles. In some cases it has happened in my lower spine, I have taken almost anything under the sun to try and alleviate the pain, pills, teas and patches. Maybe my body chemistry is different than most but indomethacin is the best possible thing I've found for when the pain is unbearable. Yes there are some side effects, but we can all agree we wouldn't be here if we didn't know the piercing, debilitating pain of gout and when it's that bad a few little side effects don't bother me when it attacks the pain like it does, good luck with it.",
"December 8, 2018",Taken for less than 1 month,"For Gout, Acute:",After 2 and a half months of consistent gout flare ups. Indomethicin gave relief with lots of side effects. Weeks of Ibuprofen with no results. Switched to Naproxen and pain subsided immediately. All swelling gone the following day. No side effects like the Indomethicin. Feet are smaller than they have been in a long time. Even my work boots are loose now.,10
"December 8, 2009",,For Rheumatoid Arthritis:,I have not had any side effects that I know of and I have been on this for about 2 years. It help's keep the pain away for a while and when it is bad it takes the sharp edge off the pain but I also use a hot water bottle for ease and comfort when it is bad.,8
"December 8, 2015",Taken for less than 1 month,Aleve (naproxen) for Sciatica:,"Aleve heavily advertised for 12 hour pain relief.  Also recommended by a friend.  Tried as desperate for all day pain relief from sciatic nerve.  No effect whatsoever, persevered for a week, no relief, even with recommended stretching.",1
"January 5, 2017",Taken for less than 1 month,For Rheumatoid Arthritis:,"I took Naproxen for a week without taking Omeprazole.  The doctor had said I should only take the Omeprazole if needed. By the time I needed it , the damage had been done.  I had chronic gastritis (inflammation of the stomach lining) caused by the Naproxen. You must take both at the same time. I was in agony.",4
"June 20, 2011",,Anaprox (naproxen) for Muscle Pain:,"I am a 47 year old female with a knee injury. The doctor gave me Anaprox 550 mg twice a day and I was not able to take it. I started taking it and on the third day, I started getting sick to my stomach, lost appetite and was dizzy. I cut down to 275mg twice a day and I still felt quizzy. This is too strong for me.",
"May 14, 2017",Taken for 1 to 2 years,For Period Pain:,"I'm a person where my period usually lasts around 8-10 days & is very heavy and crampy. On average I use about 6 pads a day. My period is  also super crampy where my school & my job is used to me missing almost a week. But a little over a year ago a friend of mine had a prescription for naproxen, she let me try it out to see how I liked it since nothing worked for me. I've tried advil, aleve, ibuprofen, tylenol & midol but nothing seemed to work. But let me tell you when I tried naproxen , it was a miracle!!!! it takes under 10 minutes to work for me and it has a long lasting effect. I usually take one pill a day, hardly ever two and it keeps me cramp free the entire day & thats a lot to say considering I used to miss work and school !!",10
"June 27, 2008",,For Muscle Pain:,I use this for lower back and hip pain. It works very well on the sciatic pain I get from injury to my back and hip. the only other drug that helps is at least 800mg of motrin. Naproxen works for about 7 hours while motrin only lasts 3-4 hours. I think these basically relieve swelling pressure on the nerve column.,8
"October 30, 2011",,For Back Pain:,"These work well if you rest. Took 2 on the first day and was starting to think they were useless, took 2 the next day and by 11pm I felt so much better, had no pain and slept like a brick. The trick is to keep taking these for at least 2 days, by then you should feel better. Note to others who get given these, make sure you get given Lansoprazole as well as these protect your stomach.",9
"February 17, 2017",,"Aleve (naproxen) for Gout, Acute:",Slight pain reduction. But really not worth noting. It's the colcrys that really nips it in the bud when I feel an attack coming on. I've tried the aleeve a couple times when I didn't have the other media on hand. Just didn't seem to do much. Same for any other Naproxin sodium product.,3
"January 23, 2016",Taken for 2 to 5 years,Naprosyn (naproxen) for Osteoarthritis:,After 3 years on naprosyn 500 one a day I started to get irritable anxious finding fault all the time about stupid things. As soon as I stopped I was normal again .  I don't know what tablet to take now as I am very sensitive to a lot of drugs.,5
"June 17, 2009",,For Osteoarthritis:,"I took Naproxen for eight months before my doctor associated it with the severe side effect of my throat swelling and the feeling of something stuck in my throat, stomach bleeding and neck pain and enduring an oesophagoscopy.",3
"February 27, 2016",Taken for less than 1 month,Anaprox (naproxen) for Back Pain:,"Allergic reaction to Anaprox, this is poison I do not understand how the FDA approved this medication that almost kill me. I do not recommend it because of the dangerous side effects and should be taken out of the market. IT IS POISON AND I ONLY TOOK ONE 559 MG IN THE GENERIC FORM ( NAPROXEN )",1
"May 31, 2020",Taken for less than 1 month,"For Gout, Acute:","I woke up with pain on my right toe, I have tried all home remedies and normal pain relievers like ibuprofen, paracetamol, co-codmol, anadin but still had pain and swelling on my foot for 9 days , my doctor prescribed me naproxen I took 1000mg after dinner and cannot believe within 1 hour my pain started to ease, after 6-7 hours I'm almost pain free, my pain is gone but still have some stiffness and very very minor pain on walk, I'm sure after taking 1 or 2 more dose  I’ll be jumping again on my feet.",10
"December 16, 2015",,For Back Pain:,"Naproxen helped to lessen the pain of herniated discs, but I experienced shortness of breath and was only able to get through 10 mins of cardio class. Before Naproxen I would complete 60 - 90 mins of cardio. I stopped the drug immediately, that was 6 months ago and I still have shortness of breath and can't do cardio class at all. this drug should be pulled from the market.",4
"July 28, 2018",Taken for 6 months to 1 year,Aleve (naproxen) for Pain:,"As a mail carrier, I walk 11 miles a day for the last 22 years. Inflammation in my knees has really affected me, making my day difficult and painful to get the job done. 2 Aleve gelcaps work WONDERS and in less than 10 minutes!",10
"October 24, 2014",Taken for 2 to 5 years,Aleve (naproxen) for Pain:,"I have used most of the narcotics on the list, and now that I live in Florida it is almost impossible to get a Doctor to prescribe anything other than Aspirin.  Aspirin now has caused my stomach to act up due to ulcers so now I also need to take Prilosec 40 mg.  So far this is the best of these medicines on the list.",8
"July 5, 2018",Taken for 10 years or more,For Osteoarthritis:,"I have gout arthritis osteoarthritis , and probably tendinitis I have had a very hectic sporting life ,

I first went onto diclofenac but was put on naproxen safer drug I found them both brilliant had no side effects but I am concerned of the long term side effects , you can't stop the aging process    but this helps , and if you start a fitness regime hopefully theses will help with the pain when getting there .",10
