Date,Time Taken,Condition,Review,Rating
Ben82,"October 2, 2015",Lamictal (lamotrigine) for Bipolar Disorder:,"I have been struggling with ups and downs since I was 17. I mostly experienced a constant state of unhappiness and bitterness with bouts of exhausting excitement and over confidence during short episodes. The depressive episodes were getting more intense with suicidal attempts and I was told many times I could be bipolar yet never really addressed it. I was put on lamictal 5 months ago and it saved my life. I have a new job, my mariage has been saved and I feel very stable, myself still but only the good parts are left. Amazing. Coupled with therapy it's like a second chance at life!!!!",9
,,For Depression:,I've been on lamictal for over ten years. I changed psychiatrist due to moving. I told him that it helps with depression and bipolar. Now he wants me to go off of it. I tried to and became suicidal each time. I will not go off of it! It is a wonder drug! I highly recommend it.,10
,,Lamictal (lamotrigine) for Bipolar Disorder:,"This drug has given me my life back. I am now emotionally balanced, it has given me back the sparkle in my eye (says my wife), I can focus and I am dealing with things I was afraid to before due to BP anxiety. I was a complete MESS before lamictal, hardly able to take care of myself and had lost interest in all activities and v emotional depressed/antzy/angry despite being on lithium 1000, seroquel 100mg mirtazapine 25mg. On lamictal my brain just calmed the heck down. I feel normal, reasonable and have the energy and ability to DO things again. No side effects noticed on lamictal. Hope to stay on this drug for years to come. On a side note some BP groups on FB are really helpful and supportive and friendly. You are not alone with BP.",10
,,For Post Traumatic Stress Disorder:,"I have suffered for more than 20 yrs with one diagnosis or another mainly bi polar and depression. I've had racing thoughts for many years and in the past few years I had difficulty remembering things. I told the doctor it was during times of stress. I have a very stressful job. I have past traumas and ask if he thought I had PTSD. He disregard what I said and said I have a lot of anxiety and put me on anti anxiety meds. I have been on every med for past twenty five years and suffered through it all. I was taking lithium, seroquel and an anti depressant for past ten years until the doctor finally suggest lamictal. I have taken 25mg for about 2 weeks and feel great no more racing thoughts, I can make decision, don't feel confused and can remember things. My thinking is so much more clear I feel sad I suffered so long. This medicine needs to be labeled for PTSD. Best wishes everyone.",10
,,Lamictal (lamotrigine) for Bipolar Disorder:,"I tried Lamictal several years ago for mood swings without having received a proper diagnosis, and experienced extreme rage. I was also in an unhealthy relationship at the time and was taking about 100mg lamictal. Since seeing a psychiatrist, I have been officially diagnosed as Bipolar Type 2, and have come to realize that I am extremely sensitive to medications (and everything else on the planet). I have been taking 25mg (pediatric dose) of Lamictal for about a month now with extreme improvement in moods. Similar to another review - you don't really notice how wonderful Lamictal works until you are put in a situation that would cause you to be anxious or react negatively. It has improved my overall view of myself, I haven't cycled, and I'm dealing with stressful situations in a much healthier way. I also have not had any side effects from this medication so far! Highly recommend.",10
,,For Anxiety:,"The only thing I've tried that's helped my anxiety and not had debilitating side effects. You have to slowly ramp up the dose to avoid the potential rash. 25mg, then 50mg, then 100mg, etc. It's also a bit stimulating for a few days whenever you increase the dose and this can manifest in anxiety if you're not moving around. But I can say that this drug is great - it helps all of my co-morbid symptoms to some degree - anxiety, bipolar, mood, etc. I'm now on 300mg extended release and feeling a lot better than I did before I started this. It brought my anxiety from an 8 down to a 5, I'd say, which still isn't great but I'm actually functional now. Been taking about four months.",10
Thriver,"March 28, 2015",For Post Traumatic Stress Disorder:,"I had post traumatic stress disorder from childhood physical and emotional abuse. What a life saver this has been! After about three months of ever increasing dosage, I finally began to ""come out of my spider hole."" I quit drinking. I felt like Alice in Wonderland with her head breaking through the clouds. I also felt like my brain was slowly being rewired, smoothing over rutted neural pathways and creating new, calmer ones. it has been seven years now and I am up to 300 mg a day. Most importantly, I can FORGET the past abuse and feel happier than I have ever felt before.",10
Marie,"November 14, 2021",For Borderline Personality Disorder:,"Yes.. although I was prescribed Lamotrigine for epilepsy brought on by alcoholism, it enabled me to being able to get sober and stay sober. I could cope with the ups and downs of life without feeling the need to drink, this is since I’ve been on this medication. It changed my life 100%.",
DianaAtlanta,"June 5, 2015",For Depression:,"I suffer from major depression and was a little skeptical when my doctor prescribed as I am not bipolar.  It really works great and I have been on everything.  There have been a few times that I did not refill my prescription right away and if I went without for a week I went into major depressive state.  Within a day of going back on it, the depression subsided a great deal.",9
,,Lamictal (lamotrigine) for Bipolar Disorder:,"I have suffered from bipolar disorder for more than ten years but only recently sought help for it because it was getting way out of hand. I was put on a few different medications in the beginning, including Wellbutrin and Risperidone. Those eventually made things worse so I opted out of that treatment, and was prescribed Lamictal.

It took about a month to fully kick in, but I have noticed a huge difference in my mental state. I have not had a major depressive episode since starting treatment. I have not gone manic yet. For the first time in many years, I feel normal; I get happy when good things happen and sad when bad things happen. My feelings are not influenced by my illness anymore (at least not yet). Thanks, Lamictal!",10
Dazzer,"July 29, 2018",Lamictal (lamotrigine) for Bipolar Disorder:,"Recently diagnosed with Bi-Polar Disorder II after many years of battling against depression. Used to self-medicate with cannabis regularly but the strength of it induced psychosis, so have been 6 months without it. The  first five months off it were dreadful; hopelessness, poor diet, no exercise, spending all time in bed, not interacting with the world and a downward spiral of self-pity. My Doctor prescribed Lamictal and I was doubtful of its effectiveness. However, I noticed a stabilization in mood after just 3 days of taking 25 mg per day. And after a week, the improvements have increased so that I no longer feel hopelessness with no future. In fact, I feel normal, very normal. My diet has improved and my self-care - washing, cleanliness, etc - has returned. The drug really works and has greatly improved my self confidence and made everything so much easier. I would recommend it anyone suffering depression as it really does work.",9
,,For Depression:,"I have went many yrs thinking I was not depressed. My symptoms were anxiety, mood swings and irritability and low energy. Other Drs tried antidepressant s and they always made me tired.  Lamotrigine has truly shown me that it was depression. I have a much better mood and sense og calmness plus a little motivation boost!",10
Anonymous,"May 14, 2008",Lamictal (lamotrigine) for Bipolar Disorder:,"I can't praise this drug highly enough. At the age of 59, I'm finally leading a level life - without quiting jobs in a rage, moving my family 1,400 miles to a house I'd never seen. Due to troubles with sleeping, I also take Seroquel.",10
,,Lamictal (lamotrigine) for Bipolar Disorder:,"This was the first time I took a mood stabilizer. I have a rare case of my bipolar disorder coming on at around 1 so I knew nothing different for 35yrs. Now it's known bipolars need mood stabilizers then it was random antidepressants. My negative about the drug is it does effect your short term memory & can ""dumb you down"". My decision was to be dumb & sane instead of smart & out of control. I took the highest dose. After 4 yrs & the birth of a child the medication became much less effective so I've had to change. I had forgotten how horrible I felt off meds until I had to change. Lemictal saved me, it helped me become a better person & live in less pain. As with every medication for bipolar disorder you have to weigh pros & cons. I would not recommend this medication for anyone working in an intellectual based job where memory & use of math as such is involved. It can drastically lower your abilities. For me at the time it was more then worth it",7
,,Lamictal (lamotrigine) for Bipolar Disorder:,"I love this drug Lamictal. After taking about 10 or so various antidepressants and antipsychotics over the past 3 years...I’ve finally been prescribed Lamictal for my bipolar. After about 5 months on this drug, I feel like I’m completely a different person. I take 150 mg daily alongside 100 mg of trazodone. Absolutely no side effects...and my favorite part? No weight gain!",
,,For Borderline Personality Disorder:,"I started on 25mg for two weeks, during this period I didn't notice much of an effect other than some drowsiness. After two weeks the dose was increased to 50mg, this is when my problems began. I experienced severe side effects, including increased depression, increased anxiety, a high fever, a sore throat, a brain fog, body aches, and a burning sensation on my skin that I can only describe as feeling like sunburn. I had to immediately discontinue use of Lamotrigine. I understand these are rare side effects that more than likely won't happen to most people, however it was unbearable for me. I have never had a medication impact me as negatively as Lamotrigine.",1
,,Lamictal (lamotrigine) for Bipolar Disorder:,I just started Lamictal a few days ago and am already seeing a huge difference in my mood. I’m actually happy and productive. It does cause a bit of insomnia but other than that I haven’t noticed any side effects.,9
,,Lamictal (lamotrigine) for Bipolar Disorder:,"I've been taking Lamotrigine (the generic Lamictal) for just short of one month. I was diagnosed with bipolar 2 disorder recently after years of thinking I had depression and anxiety. Lamictal has worked miracles for me! I can't believe this is how neurotypical people feel day to day. I've been missing out my whole life and wish I took it sooner! I'm productive, I sleep normally, and I experience little to no anxiety or intense moods. Only downfall is I have had some vivid dreams and nightmares but they're definitely not as bad as my mood swings. Not even 100 percent sure they're from the Lamictal. Only reason why I gave it a 9/10 is because I haven't been on it for too long yet (25 MG twice daily)",9
Jeffwhit,"May 5, 2015",Lamictal (lamotrigine) for Bipolar Disorder:,"I'm bipolar with mania. Also, I've been a addict for 25 years (self medicating my mania). I hated all the mood stabilizers I've ever tried, but would always eventually go back to using. Anyone that has lived in a constant manic state of mind knows how hard it is. After many many years of trying to get clean I reluctantly gave Lamictal a try. It has literally saved my life. It has totally balanced my crazy brain. My thoughts are not a 1000 miles an hour, I can actually sleep and eat normal and most importantly I no longer self medicate by using drugs and alcohol. My wife can write a book of what this medication has done for me and our family.",10
,,For Depression:,"I really like it. I never had bipolar disorder, which I know that's what lamotrigine is primarily for, but it really helped me with depression and there were no side effects at all. It's helped me relax and enjoy life more. I'd highly recommend it.",10
,,For Depression:,I've taken lamictal for many years for depression. Prior I took Prozac and Zoloft with many side effects. I have a daughter with bipolar.  It's worked great for bipolar and it works amazingly well for my depression and no side effects.,10
Forestfae,"March 26, 2016",Lamictal (lamotrigine) for Bipolar Disorder:,"I used to be on Seroquel for my bipolar 1. It basically ruined my high school education, making it almost impossible to wake up and stay awake in the mornings because it was physically painful to endure. Lamictal changed all of that and turned my life around. I have now been on lamictal for 4 years. I have experienced no negative side effects. I am now in college with a 3.5 GPA. My mood is now more controllable, but it doesn't drug me to the point where I am a zombie or a different person. I feel like I can still be extremely euphoric, which is something I don't want to give up. I do sometimes still feel very angry or depressed, but I am able to manage and contain it better than I used to. I highly recommend this to those with bipolar",10
,,Lamictal (lamotrigine) for Bipolar Disorder:,"Duration 3 years I am 23. This medication changed my life and I am not exactly sure why I take it because I feel ""normal"" I wasn't bipolar however I was just flat out raging deeply depressed would stay up all night. I did crazy things. I also had horrible life threatening anxiety, generalized anxiety disorder and sitting still. I almost stopped taking it when I finally went to a DR because I couldn't go to college anymore because I was a complete wreck all the time. Every tiny little thing threw me into anger and depression and jealousy. Medication made me sick in beginning but the Dr told me to keep taking it which this is how these medicines work. After around 3 months. I was NOT depressed EVER, slight mood but I'm OCD and moody in general! Anti-depressant did not work.",9
Anonymous,"October 21, 2017",For Borderline Personality Disorder:,No longer horrified to make eye contact. No longer worried people are judging me.. No longer bitter.  I'm happy and back to me for the first time in 10+ years.  This has literally changed my life.  All the new experiences and social interactions I'm having are positive -  a lot of great CBT going on over here !!! :),10
,,Lamictal (lamotrigine) for Bipolar Disorder:,"Lamictal is life changer for bipolar 2, stopped throwing myself at alcohol to control tensions and hyper-reactivity, am less hyper sensitive and self-protectively aloof. Lost 20 lbs gained on Depakote. Cons: losing some mental sharpness. A little less smart, not inadequately but less quick and on-target. But easier to live with and happier. Well worth it! Sometimes need adjunct treatment for depression. (I recommend light therapy.) Doesn’t help intrusive thoughts, rehashing invasive memories; now trying clomipramine alongside. HAS been good for depression and especially hypomania, allows for ups, but curbs impulsive out-there behavior and hyper sensitivity. 
For me, the generic does NOT work as well. 
On 200 mg; tried 300mg and 400mg without added benefit and with disadvantages: you can feel missing a dose badly; after 6 hours of missing dose on 300mg I got lightheaded and found it difficult to drive. Some twitching and clumsiness on higher dose, but manageable. Go with the lowest dose that works.",9
,,For Anxiety:,"My anxiety is severe where I experience nerve pain. I was prescribed to the medication lamotrigine from my psychiatrist 2 months ago but, I was scared to take it. I recently got over the fear of taking this medication and started it 8 days ago - I feel no difference, just feel more anxious and jittery. No problems in sleep but, I would wake up feeling super jittery from chest to legs. Will continue to take it and see how it goes in the next few weeks",4
Snow412777,"June 12, 2014",For Post Traumatic Stress Disorder:,"I've had severe symptoms of PTSD for years. My mind/body disconnect, along with feeling very unsafe most of the time was a huge problem in my life. I became afraid to go out. I was afraid of people. 

I was placed on lamotrigine and was tritiated slowly to avoid the rash. I got to the 100mg mark and I feel like a new person. My fear had dimmed significantly and my mind actually listens when I go through the CBT steps to reduce anxiety. 

I could not be more grateful. It makes life less about suffering and more about living.",10
,,Lamictal (lamotrigine) for Bipolar Disorder:,I sing the praises of Lamictal. I have been on 150mg in the morning for over 7 years along with Seroquel XL 100 mg at night. The combination has changed my life. I could not imagine life without depression and anxiety before I started these medicines. No side effects from either one. I feel fortunate.,10
MP1985,"May 4, 2016",Lamictal (lamotrigine) for Bipolar Disorder:,I've abused alcohol for 12 years now. I just started taking lamictal the other day and instantly made feel so much better! I have not had any alcohol cravings either and I'm looking forward to the future. I'm so grateful.,10
,,For Depression:,"Having suffered from treatment resistant chronic depression and GAD for years I had been on so many medications - either efficacy was short lived or side effects unacceptable (weight gain, lethargy, hyperness, insomnia, agitation, +++)

In 2013 my MD prescribed 100 mg Lamotrigine with 20mg Trintellex once a day. I can’t begin to describe the amazing efficacy these 2 medications have had on my depression and anxiety. Everyone has their ups and downs, that’s life - but chronic depression is nothing but days of downs - so hard to live with - for the first time in 30 years I feel ‘normal’. Trintellex has an added benefit of reducing brain fog, and my thinking is clearer. Lamotrigine enhances the the overall control of major depressive disorder, and I am so grateful for the relief these 2 medications provide. One down side: Trintellex is still under patent, but Takeda offers cost reduction support because it is terribly expensive.",10
,,Lamictal (lamotrigine) for Bipolar Disorder:,"I was on 200 mg lamotrigine for about a half a year and did not like the way it made me feel. After voicing my concern that I felt ""flat lined, indifferent to everything, and lacked confidence"", my doctor did not listen. I weaned myself off because it was too distressing for me and all this started to worsen my social anxiety. I know this is not the case for everyone, but if you have had the same struggles, then this may not be the drug for you. 
Also, a more serious and medical side effect I had was heart palpitations, specifically tachycardia.",2
Rlc,"July 19, 2021",Lamictal (lamotrigine) for Bipolar Disorder:,"I was put on Quetiapine when I 1st got diagnosed with bipolar disorder 2 years ago, this made me a zombie and during bad spell 1st lockdown.  Ariprazole which gave me  hallucinations. Losing my nan in January, trying to work nights in care and moving into my flat all took its toll. I didn't sleep for over a week. Was binge drinking, exploding, being promiscuous, stealing from the supermarket and that was followed by two overdoses as I dropped so low. I was initially dubious about Lamotrigine but 25mg made me sharp as a tack. When it got increased to 50mg I felt horrendous for a couple of week's and almost stopped taking it. I can honestly say after being on this ""wonder drug"" for 6 weeks I have stopped ignoring my calls and even managed a short walk with a friend recently instead of shutting myself away. My moods resembled being on a trampoline but feel so much calmer without the racing thoughts and I can conduct myself in a controlled manner as opposed to defensive and snappy. This has truly saved me .",10
,,Lamictal (lamotrigine) for Bipolar Disorder:,"I've taken this med on and off since it was approved for BP. It's like day and night when on or off it. Every time I start taking it again I always think ""why did I ever stop this"". I've taken so many drugs over the last 30 years and this is the only one that works.",10
balanced4life,"November 8, 2008",Lamictal (lamotrigine) for Bipolar Disorder:,"I have to honestly say that my prescribed drug works for me. I do not experienece the excessive anger, compulsive highs and excessive OCD. I was never a really depressive person but was not able to think clearly thus making poor decisions. I tried several anti-depressants for many years which caused all kinds of medical imbalances. I came across lamictal when I went ""cold turkey"" off lexapro and almost commited suicide. That was the darkest moment of my life. Now, I am happier and balanced. I never knew life could be this good. I also eat right, limit cocktails, exercise and get good rest to aid in my balanced lifestyle.",10
,,Lamictal (lamotrigine) for Bipolar Disorder:,"I’ve been in Lamictal for about 6 months now, and I’ve seen some really good results. I have been treated for mood disorders since I was 12, and I was officially diagnosed with Bipolar type 2 earlier this year. The only other mood stabilizer that I took with lithium which did not help at all. I was really scared starting this med because of the Stevens-Johnson syndrome risk, but it has just forced me to make sure I never miss a dose. My PA titrated me up very slowly, and I’m on 250 mg/ day. I’ve been on this dosage for almost a month and I recently started getting acne from the med, which is really rare I guess but it freaked me out a lot. I just adjusted my routine and I spot treat pimples. Overall, this med really helps contain my hypomanic episodes but it doesn’t really help me with the major depression slumps, which my PA warned me about. I want to increase my dosage, but I am scared that this acne will enhance immensely.",8
,,Lamictal (lamotrigine) for Bipolar Disorder:,"I just started this med and I am on week 5 of the ""starter"" pack. I know it's a little soon to give my opinion BUT I want to give words of encouragement if you're struggling with your diagnosis and taking ""that pill"". I spent so much time in a deep, dark hole and I started getting ""scared"" that I wasn't going to see sunshine in my life again. I became desperate enough to call my Doc and agreed that I was ""probably"" bipolar (she saw it and I was in denial!) and I was willing to talk ""meds"". After the first two weeks I noticed that life was looking better and I felt like participating a little...by the end of week 4 I was able to have a conversation. I'm starting to see beautiful colors in my once bleak world!",10
,,Lamictal (lamotrigine) for Bipolar Disorder:,"I don't wanna ever be without lamictal again. I've tried a lot psych meds over the years but they either didn't work or had unbearable side effects. SSRIs should NOT be used for bipolar I or 2...many docs still don't know this. Lamictal controlled my moods and relieved depression with NO side effects. Nothing is a cure so you have to want to get better and work at it also. I love it, no one is the same, but please try it because it changed my life.",10
,,Lamictal (lamotrigine) for Bipolar Disorder:,I was prescribed Lamictal over six months ago to balance out my extreme mood swings. It has taken a while but I am a lot calmer and don't get depressive or anger outbursts nearly as much. It's not a permanent solution but has definitely been helpful for me to be able to function and process my emotions properly,9
,,Lamictal (lamotrigine) for Bipolar Disorder:,"Was hospitalized for a first-time manic episode with psychotic features last year (age 25). Went through Seroquel and Abilify before finding Lamictal. Initially, it seemed to smooth out my mood swings so that I could greet the day and take care of myself without issue (I remember joking ""THIS is how non-mentally ill people feel?""). However, I began experiencing significant short-term memory impairment and realized that my mood stabilization also felt like mood flattening. I stopped being a self-starter and just felt no interest in setting any goals. My cognitive issues and lack of drive led to my losing my job. It's now causing turbulence in my relationship for the same reason: I never seem to want to do ANYTHING except maybe watch TV/movies at home. Hearing my boyfriend voice the same concerns as HR before my firing tells me that this medication may be wrong for me. Time to talk to the doctor. I want to feel like myself again, more than I do now.",6
,,Lamictal (lamotrigine) for Bipolar Disorder:,"As a mood stabilizer for Bipolar Disorder, Lamictal has worked wonders for me. I was worried about getting the dreaded ""Lamictal rash"" but never did. My doctor followed the guidelines for increasing the dose slowly and I never had any side effects. I have been on the maintenance dose for several months and I actually feel normal. If there is such a thing. I am currently taking Lamictal in conjunction with the antidepressant, Cymbalta. Finding the right medication(s) can be very frustrating, but please don't give up.",10
,,For Post Traumatic Stress Disorder:,"Was untreated for bipolar 2 disorder until age 30. Diagnosed with chronic PTSD after service. 

Vets. Request this from the VA. I've tried it all, and this is the only one that works for me. You wanna feel joy again? See things in a positive perspective? Realize how jacked up PTSD effects your judgement? Brothers and Sisters, this is your light. 
Saved my life. Thank you thank you.",10
Kramer and Camaro,"March 2, 2016",Lamictal (lamotrigine) for Bipolar Disorder:,"I've suffered with undiagnosed bipolar 2 for almost 3 decades. For almost 20 years I was on various antidepressants that didn't work, and made my depression worsen.
My primary doctor suggested I see a psychiatrist for my lingering depression. Due to the stigma of mental illness, I put it off, but finally saw a psychiatrist.  She diagnosed my condition,  and I started a low, 25 mg dosage of lamotrigine. My dosage will slowly increase over the next 6 months to a year. The first time I entered the psychiatrist's office, I was filled with melancholy and regret.  My first follow up visit to the psychiatrist, I was filled with hope and resilience.",10
,,For Post Traumatic Stress Disorder:,"I have C-PTSD after 23 years of Narcissist Abuse including lots of Gaslighting.  I started at  50 mg and I'm now up to 100 mg. It has helped with rumination and intrusive thoughts. They are not completely gone, but less.  I experience a surge of anxious energy after taking it.  Then that goes away and I have no other side effects.",8
,,For Depression:,"Everyone will have a different reaction to this, or any medicine, but for me, lamotrigine really worsened my depression. I felt emotionally unstable, and it was giving me bipolar symptoms of feeling like I had excess energy, which I never had before. I feel much better now after discontinuing it.",1
Pugsta,"March 8, 2017",Lamictal (lamotrigine) for Bipolar Disorder:,"I am bipolar 2 and take 300mg per day.

Has changed my life so much. Helped me kick my alcohol addiction and impulsiveness. The last two years have been great.

No drug is perfect however, and the withdrawals can be bad. Make sure you take it every day. So I gave it an 8 because I feel great if I keep up with it.

I take it right after I wake up because it helps wake me up and gives me energy. Also makes me very patient with myself, other people and just life in general throughout the day.

At my current dosage I wouldn't hesitate to call it a smart drug for me because it lessons my impulsive tendencies and quickness to anger.

If this doesn't work for you, don't fret, I study medicine, and there is usually always something available to help.",8
,,Lamictal (lamotrigine) for Bipolar Disorder:,"I was on Lamictal in the past and it was wonderful, it really helped me control my mood and anger issues but of course like any bipolar person I stop taking medicines. I was but on other meds that affected me the wrong way. I am now back on them and can't wait till I am at my right dosage. You have to give it time and slowly get to the right dosage. It CAN and WILL help. In past I was on it for 2 years.",10
,,For Anxiety:,I have Bipolar 1 along with some horrible horrible anxiety. Started taking Lamictal a few months ago and I'm now on 200mg. I haven't felt this stable in many many many years. My anxiety has pretty much disappeared it feels so strange living a normal life again. I'm so happy. Please give it a go :-),10
,,Lamictal (lamotrigine) for Bipolar Disorder:,"I am so glad I was prescribed Lamitcal two months ago after struggling with bipolar disorder for the majority of my life. I had been getting progressively worse over the years with manic  cycling frequently to the point I couldn't function. I was very skeptical numerous medications over the years. I thought nothing would help and within three weeks my life completely turned around.  The constant edge is gone, I'm calm, thinking clearing and I feel in control. I am so grateful this works for me, hope it works for you.",10
Heather.80,"January 13, 2014",Lamictal (lamotrigine) for Bipolar Disorder:,"I have been taking 300mg of Lamotrigine each day for about 3 years.  When I first took it, it made me feel sick and anxious and gave me headaches, but after following some simple advice from my psychiatrist I now DONT GET ANY SIDE EFFECTS AT ALL!!  He told me to increase the dose slowly (25mg per week) and to always eat when I take the tablets.  I've found this medication very effective as an antidepressant but not effective at controlling mania / hypomania.  Despite this, I still rate it very highly because it is so much more bearable than any other psychiatric medication that I've taken in the past.",9
Kitty5109,"June 18, 2019",For Depression:,I started lamictal about 2 months ago off label to treat severe treatment resistant depression. I was titrated up  too quickly and broke out in the rash on day 8. I was pretty bummed because I had noticed a drastic improvement in my mood.  My doctor and I decided to stop the drug and wait a month after the rash was gone at a slow titration.  The depression became unbearable and I began experiencing suicidal thoughts.  I began lamictal again 5 days ago.  My depression significantly lifted. I gave it a 9 because it did make my acne worse (who wants a face full of pimples at age 33?!) But I’ll treat the breakouts. I’d rather have acne than feel the way I did.  I am praying the rash doesn’t return because this is saving my life. I suffer from anxiety too. This drug has helped with my social/generalized anxiety. I am nervous about the stories I have read about hair loss. I hope that doesn’t happen to me.  In 9 more days I will go up to 50mg per day. This is a miracle drug!,9
lilymay1999,"July 11, 2019",Lamictal (lamotrigine) for Bipolar Disorder:,"So I've been on 100mg of Lamictal for almost 2 weeks now, and I feel like my mood is more stable however I don't feel very excited in my day to day life. I dread going out and doing things and I just feel flat and bland. Has this happened to anyone else? I've been trying my best to get better but I can't seem to enjoy myself or my life.",3
,,For Anxiety:,"Let me start by saying that have been dealing with anxiety and depression for about 5 years. My first years were terrible, I was always anxious ,sad, fearful and I developed cold intolerance among many symptoms.  I had many trips to the ER, stress test and MRI.....blood work and nothing but low vitamin d and hypertension.  Anyway I tried most of the SSRI meds but had terrible side effects.  I moved to natural supplements but nothing seem to work. My mental health doctor recommended Lamotrigine she said that this med was a mood stabilizer and might help with my anxiety.  Well so far its working great its like my anxiety switch in my brain was turned off I take 25mg a day in the morning and dare I say that I'm looking forward to the future again?",9
Hanna2273,"May 30, 2015",For Depression:,"I have major depression and was prescribed Lamictal along with the Abilify and Wellbutrin that I was already taking.  I was surprised because Lamictal is usually given to bipolar people and I'm absolutely not bipolar, but it has really helped me.  The only side effect I noticed is a tendency to break out a little more (not THE RASH).  No weight gain (weight gain is an issue with so many other depression meds) and no other problems.",10
,,For Depression:,"Lamotirgine  was really a game changer for me and my depression.  I use this in combination with an SSRI antidepressant, another mood stabilizer and old school antidepressant.  I have treatment resistant depression and borderline personality disorder.  Lamotrigine has really helped keep the lows from being so significantly low and helped keep the impulsivity to a minimum.   My dose ranges from 25-200mg over the years and depending on symptoms.  But I have no side effects or complaints.  Just thankful",10
,,Lamictal (lamotrigine) for Post Traumatic Stress Disorder:,"Been on Lamictal for about 5 yrs after many yrs of antidepressants and anxiety medicines. About 6 yrs ago after a very traumatic experience with losing my boys and husband nothing worked anymore, I started having stress induced seizures, some very serious! They put me on Lamictal and my periods of mania and mind racing slowly stopped, my restless legs syndrome went away. I actually started to feel and not be a robot. Side effects for me are drowsiness and slight weight gain (8 lbs), I'd gain any amount to feel normal. One VERY important fact to remember is dosage! Everyone has different amounts that work, and don't ever skip or adjust dosage on your own! I did it and paid the price. Hope this helps! I feel grateful to my doc for prescribing.",9
,,For Depression:,"Note - I take Lamictal for treatment resistant depression, but that wasn't offered as one of the condition choices.

Lamictal has been a godsend. My p-doc prescribed it to augment the Effexor (300 mg/day) that I take. As others have noted, you have to titrate up gradually on Lamictal so it can take about six weeks (in my case) to start seeing improvement. At 75mg/day I definitely began to notice a change for the better and at 100mg/day (which I've been taking now for 2.5 weeks) the positive impact has been dramatic. 

I don't wake up every morning plagued by anxiety and negative, self-loathing rumination. I am actually happy which hasn't been the case for many years.",10
,,Lamictal (lamotrigine) for Bipolar Disorder:,"As the reviews below say, I feel as if this medicine has changed my life. I suffer from CPTSD, Bipolar, Depression and Anxiety after being placed in a foster home at 7 years old and being separated from my birth parents. I still feel a little anger at times but NOTHING like before, I use to think the whole count to three thing was garbage but this medication allows me to do that and make RATIONAL decisions. I recommend this medicine for anyone who believes they're bipolar or depressed. The only CON reason I gave it a 9 instead of a 10 is because I am constantly hungry where I am always thinking about my next meal which is very different but this just might be a personal thing. Good luck and good health!",9
Tex,"September 6, 2019",For Anxiety:,"I am on my third month of the med using for anxiety. I was on 25mg and just went to 50mg this past week. It has helped with my anxiety. I am now able to go out places and not freak out. I rather stayed home before but I can do more now without the anxiety. I also use Lutuda for bipolar and Ambien  at night. Since starting this, it has truly helped me all around. I have lost some weight and had a bad acne break out, dizziness and memory loss but I’m going to continue it to see what happens. Thanks",10
soulshine95,"March 8, 2014",Lamictal (lamotrigine) for Bipolar Disorder:,I have since I was very young displayed what I know now as Type I Bipolor disorder. Probably one of the worst feeling in the world is to have emotions ebb in and out like tall crashing waves. Then the sun comes out and the water is calm. Then a couple days later here comes the storm. It is the worst feeling to think there is nothing that will help. I felt that way.....time after time different meds. Abilify to be one exact example led me to have Hypothyroidism. A condition I have to have meds for the rest of my life. I have after trying many different meds for depression to find only one medicine I would suggest and that is Lamictal. If you are compatible with this medication it will help the mood swings a great deal.,10
,,Lamictal (lamotrigine) for Bipolar Disorder:,"so Lamictal takes a while to work...in my case it was about 6 months to reach is maximum effect.I am on 200 mg. if I go higher it is a total nightmare. be careful it depends on the person how much you can take. if you feel you are going more depressed go to the dose you were before and take clonazepan as needed but not everyday. lamictal affected my sleep I had to take ambien but after 6 months I started taking melatonin and it worked. I wanted to say that it is important is family support and when that is non existent then in my case, i grabbed a Bible and prayed a lot even until today. psalm 91 and Ephesians 6:10, also Psalm 23. it gets in a point when you have to fight your brain. doctors and medication helps until certain point.",8
KendieGirl,"May 19, 2008",Lamictal (lamotrigine) for Bipolar Disorder:,"I have been on medication for 9 years now. I have tried over 30 medications for my bipolar, axiety, PTSD and have found Lamictal as the only medication that helped me.  I am very medication sensitive so I did get the rash with Lamictal and still took it for 4 years until the rash ended up being to much.  I have now tried 6 more medications and have not found any that help without huge side effects.  I would say it was a miracle medication for me and I truly miss it.",9
,,Lamictal (lamotrigine) for Bipolar Disorder:,"I've seen a psychiatrist and a therapist for year. Over a 12 year span, I've probably tried 20-30 drugs. This medication is the first to make me feel human again. I'm not a zombie and I'm not lacking emotion. I'm genuinely happy and thriving. I'm so happy I finally found this medication. I've also not had weight gain, I've actually lost some weight.",10
,,For Depression:,"Really, really bad experience, after two months being on it I started experiencing crazy side effects, never been so sick in my life. Sore throat, dry red eyes, dry mouth, muscle pain, muscle spasms, disorientation, neck pain, back pain, lost 12kg, no sex drive, burning sensation on the skin, tiredness, insomnia, vivid dreams, hard to breathe, chest pain, flu like symptoms, confusion, memory loss, constant nausea, vomiting, fatigue, constant headache. Really bad bad drug, I will never take any other drug again.",2
,,Lamictal (lamotrigine) for Bipolar Disorder:,This med  Lamictal is fantastic for bipolar.  I have tried several SSRI  drugs and venlafaxine.  They would work for a while then quit.  Also tried seroquel and zyprexa.  I still have seraquel 50 mg twice a day with lamotrigine 150 twice a day.  That helps the best I have ever had.  I recommend this medicine.,10
