Date,Time Taken,Condition,Review,Rating
"June 20, 2016",Taken for 6 months to 1 year,Tegretol (carbamazepine) for Trigeminal Neuralgia:,Diagnosed with atypical TN after lower orthognathic surgery 20 months ago.  Now on 1000mg Gapapentin 3x a day plus prolonged release Carbamazapine 400mg at night.  Did start 100mg Carbamazapine in the morning but had problems with vision and balance so decided against it. Drugs working ok.  Wish there was a solution to my problem :-(  Now just been told by my doc that my white blood count down possibly due to the Carbamazapine so may have to come off it.,8
"April 26, 2017",Taken for 1 to 6 months,For Trigeminal Neuralgia:,"Diagnosed after an auto accident and air bags smashed me in the face and broke my glasses.  Pain of the trigeminal neuralgia was 3 to 5 minutes each time it hit and was as everyone on here describes , indescribable. 
This drug worked but I continually had to keep increasing the dose from 200mg to 600mg and on occasion 800 to 900 on bad days. 
Have found great success with this drug combined with an acupuncture regimen, this combo has stopped the continued progression/escalation of pain and has me living on about 600 mg daily sometimes as low as 400mg. The reduction has helped with drowsiness and I am not quite as scared regarding the continual progression/elevation of pain and meds. Just hope it lasts,  every bit of reprieve you can get counts for a lot. GOOD LUCK ALL",6
"October 4, 2018",Taken for 6 months to 1 year,For Bipolar Disorder:,"The best thing since sliced bread.  I was on lithium, depakote, seroquel and other drugs I can't remember.   However, none of the other meds worked for me like tegretol.  I take is along with celexa for my bipolar 1 diagnosis.  I feel great.

",
"March 12, 2012",,Tegretol XR (carbamazepine) for Trigeminal Neuralgia:,"It worked OK but had a dramatic effect on my mental capacities. I was in the aircraft business and it got to the point where I felt I was becoming a danger to my customers and myself because of my inability to remember. The day I couldn't recall my favorite grandson's name was the day I quit taking it. I underwent a radiological procedure (gamma knife surgery) at UAMS in Little Rock, that cured the problem. I only have a mild flare up occasionally but it's nothing to what I used to suffer and is usually short-lived. I would recommend this procedure to anyone. It's painless and effective and was a God send to me.",6
"August 21, 2016",Taken for 2 to 5 years,Tegretol (carbamazepine) for Bipolar Disorder:,I found teratoll very helpful I take I  conjunction with mertazapine and it has really changed my life I have many lifetime issues that will never go away but with this combination of drugs I feel my condition is under  control  now I take 400 milligrams per day of slow release with my dose of mertazapine and I only get angry now like a normal person get irrational only in extreme  circumstances but generally I can function fine,9
"October 11, 2020",Taken for 10 years or more,Tegretol (carbamazepine) for Epilepsy:,"I was on Tegretol from the mid late 80’s till 2016. It helped in the beginning. But as I got older, add on drugs were needed. Then in 2014, I could not stop eating. I was always hungry, yet loosing weight. I was diagnosed with hyperthyroidism. And I was put on medication for that. In 2016, my doc took me off tegretol and replaced it with lamictal. Once off the tegretol, my thyroid started to function normally. And medication for my thyroid was no longer needed. It’s not a bad drug. But your body changes over time. Another negative about the drug was how frequently I had to urinate. I would have to go at least 15 if not more times a day. Towards its discontinuation, I was on  1200mg of it daily.",3
"July 23, 2014",,Epitol (carbamazepine) for Bipolar Disorder:,"This medicine has changed my life.  For years, before I was diagnosed... I had no clue what it was like to live with a clear head.  I'm able to think and act more rationally.  The way I've always wanted to and never could.  This medicine solidifies for me that treatment CAN WORK.  Changed my life.  I'm a happy girl. (and not just when I try to be).",9
"October 18, 2015",Taken for less than 1 month,Tegretol (carbamazepine) for Trigeminal Neuralgia:,"Diagnosed with TN two weeks ago. Within first 24 hours of taking Tegretol, I felt amazing. No pain, clear head etc. A week and a half after starting the medication, I had a horrific TN episode for twenty hours. The pain was so bad it woke me from sleeping. I'm not sure whether to go back to Dr's for an increase or just put it down to allowing the meds to do its thing. Can only wait and see.",9
"March 8, 2009",,Tegretol XR (carbamazepine) for Trigeminal Neuralgia:,Although the side effects can be very difficult to deal with but the pain of Trigeminal neuralgia is far far worse.  This last attack that I had with the disorder put me to my knees begging to die so I started my Tegretol once again and now 6 days into it no pain at all.  I am very nauseated and extremely dizzy but I will take the side effects over the pain any day of the week.,9
"May 3, 2018",Taken for 5 to 10 years,Tegretol (carbamazepine) for Trigeminal Neuralgia:,"Been taking 3x day for several years. Suffered on and off for decades from head/facial pain with no diagnosis. Finally went to good neurologist. Tried gabapentin. Didn't work at all. (Neither does Dilaudid) This does make me groggy still and I have nausea, brain-drain and more. I would take any side effect for relief from that horrific pain.  I've had it so bad, I literally couldn't breathe in. The break through pain I now gets is mainly an ache in my ear and sometimes teeth. The side effects also may be from the 15 other meds I take for various problems.",10
"February 18, 2012",,Tegretol (carbamazepine) for Bipolar Disorder:,"Started taking this medicine about two months ago, after the Lamictal-induced sickness wore off. Up to 400mg now and I think I need a higher dosage as have been manic for a couple of weeks now. But it started to work straight away, and no side effects except for my third day of taking them when I started to get a little confused. Was okay the next day though!",7
"September 29, 2020",,For Trigeminal Neuralgia:,"I am 71 years old and experienced severe face pain last week so my first port of call was the dentist. I asked him to X ray all my teeth and give me a check up. The X rays showed little difference to those taken 5 years ago and a thorough examination of all my teeth showed no problems. That evening I tried to eat scrambled egg and the pain was excruciating when I tried to bite down on the food. The next day I managed to see my GP, explained all my symptoms and was given a prescription for Tegretol 100 mg twice a day. I took 5 in all. The pain is  gone,  dizzy and confused I nearly fell down the stairs. I started to feel sick couldn't face food. I stopped taking them after 4 tablets and will wait to see if pain comes back. I am not sure if these pills can be taken sporadically or over a period of time to work. I am scared of this medicine as my mother-in-law who also has TN warned me that the medical profession has doubts about the safety of this drug.",3
"May 21, 2012",Taken for 6 months to 1 year,For Trigeminal Neuralgia:,"I have trigeminal neuralgia with debilitating shock pain running from my upper gum/lip line up across my face into my eye socket. Carbamazepine was prescribed. After increasing the dosage incrementally, 800 mg a day (500 in the a.m. and 300 in the p.m.) it  controls most of my pain. I still have touch sensitivity issues if I run my tongue over my lip too hard it sets off shocks. One thing you need to note: you may have to play around with the dosage and time of day you take it to control your pain. The first suggestion by my neurologist (100mg three times a day) didn't even touch the pain. It was only after I kept insisting that it wasn't working, he turned me loose to trial and error, on my own with an upper limit of 1000mg per day.",8
"July 16, 2012",Taken for 2 to 5 years,Tegretol (carbamazepine) for Peripheral Neuropathy:,"Regarding my peripheral neuropathy: Had reached max daily allowable level of Neurontin and was put on Tegretol, 200mg, 4 x daily. Brought it down to one tab daily and have not looked back. Never any side effects. Condition greatly improved! Cannot remember my last ""attack"".",10
"November 2, 2016",,For Trigeminal Neuralgia:,"My shocks lasted 1-2 seconds,50 times a day..level 4 to 10.I could handle that. a little over a week ago I experienced the most painful shock/stab that was off the charts. It hit me on my right side, my lip gum, nose, nasal passage and spread out into my cheek. It kept striking me and got worse and worse. It left me the same way it came. It lasted about 5 minutes. I started taking the carbamazepine that afternoon. 100 mgX 3 a day. No strikes after 2 doses. I regret telling everyone how wonderful it was working. The last 2 few days I've had 1 small shock a day, I've started to feel pain in my nasal passage. I got a shock this evening about 7. I'm worried the meds going to stop working. I'll add another 100mg at bedtime if need be.I'm scared!",4
"November 5, 2013",Taken for 5 to 10 years,For Trigeminal Neuralgia:,"I have had trigeminal neuralgia for 8 years.I have been taking carbamazepine on and off for this time.This medicine has been very good for me,as it takes 99% of the pain away,with 800 mg per day.My side effect is tiredness,but I guess that is the price I have to pay for no pain.My TN used to stop after the season changes,but now it hasn't stopped,so it's carbamazepine everyday.",10
"January 25, 2018",,Tegretol (carbamazepine) for Trigeminal Neuralgia:,"While I've taken tegretol in the past with no issues, this time is different.  First time around no side effects. This time - possibly due to other medication - I've had horrible side effects. Headaches every day, dizziness, nausea to the point of not even enjoying a glass of water. Lightheadedness, unsteady on your feet -going for a walk with my friend the other day I MUST have looked like a drunk. TBH -this time around I'd rather have the nerve pain.",
"October 2, 2016",Taken for 5 to 10 years,For Trigeminal Neuralgia:,"I have been using tegretol (carbamzepine) since 2008. I have been DX with Multiple Sclerosis  and Trigeminal neuralgia. I was put on Carbarzepine  because of the MS. My first dose started working at 400mg. And worked after a half an hour. Now in 2016. Because of my building a intolerance to the medicine . I am at 1200 mg. I can not live without this medicine. I have TN on both sides of my face. As soon as the shocks calm down I will slowly try to back off the medicine back to 900 mg where I was a month ago. Moving back and forth between doses makes my balance off and me feeling sick. I take the 1200 mg by splitting it into 4 times 8am , 2pm , 7pm and 12am. Not all at once.",9
"July 14, 2017",Taken for 5 to 10 years,For Trigeminal Neuralgia:,"I've had TN for about 6 or so years was put on 900mg a day and that worked for a few years n duh me slowly stared taking myself off n pain got worse so Dr upped the dose 1800mg a day that worked for quite awhile then later it started coming back so did a lot of research and come across people that did the cyberknife treatment and no referral and they got me in right away for first appt and did MRI and CT and they made a mask and two weeks later I had it done I'm just a few days out since treatment and they pain will get less n less after a month or so, so I'm hopeful, the other comments said they have been pain free after the nerve started to die with a slight numbness n I can deal with that verses pain I'm hoping they find a cure",4
"August 21, 2020",,For Trigeminal Neuralgia:,I thought it was a toothache happening in my right upper jaw. My partner recommended me to see my doctor we who referred me to a neursurgeon. He recommended surgery. I had the surgery and the pain was gone for 5 years. Then out of the blue the pain hit me. My home Doctor  issued carbamizepine but it took awhile to to take effect. They started to work and I was pain free for about a year. Suddenly pain returned. I increased the dosage but it still hasn't helped. The pain happened when I went to wipe my nasal part of my nose on right side. The shock went from there to my cheek and eye area. I was taking 2 pills in the morning and 1 pill at lunch hour and 2   in the evening. Shocks happen in the morning and now they are unpredictable. I seen the doc and said to add one more at lunch time. I thought it may be from drinking coffee as it has caffeine in it. So I'm cutting out any caffeinated drinks and see if its part of the problem.. Praying for everyone who is suffering from this horrible pain.,
"August 7, 2020",,For Bipolar Disorder:,"I've suffered from bipolar and psychosis since I was 14 years old, probably triggered by sexual abuse when I was a small child. I had a psychotic breakdown 12 years ago and my doctor prescribed carbamazepine (I had been wrongly diagnosed with schizophrenia, in fact it was schizoid affective disorder), after just one dose I felt my head calm down and I experienced semblance of peace at last. It genuinely saved my life despite side effects which I can live with.",9
"June 19, 2011",,For Trigeminal Neuralgia:,"I went to several doctors and wasted 5 months and a lot of dollars before I was diagnosed with Trigeminal Neuralgia.  I was originally diagnosed with TMJ disorder.  My excruciating pain was right in the middle of my ear and it was the worst stabbing, electric-like pain anyone could imagine.  It would just paralyze you.  No indications on when it would happen.  I have been on carbamazepine for about two months and it has work fantastically.  It did make me a bit sleepy and unsteady in the beginning, but that has waned and now I really do not have any side effects. I do sleep better at night than I did before I took it. I take 2 chewable tablets, 100 mg, 2x a day and that has taken care of the pain. I have not had any episodes since I started taking it.",10
"May 26, 2016",Taken for 1 to 6 months,For Trigeminal Neuralgia:,"I've been taking Tegretol for over a month now, right after my TN diagnosis. It took a couple of days to fully work. Every since then the pain went completely away. Side effects for me are feeling sleepy and dizzy all the time.",10
"March 20, 2015",,Epitol (carbamazepine) for Trigeminal Neuralgia:,"I've had Trigeminal Neuralgia for over  16 years and the only relief I've ever had was Carbamezapine. Until recently Walmart was trying to save me money giving me the equivalent,  Epitol,  which I was told I'd of the dance formulary. This can't be correct,  because I can barely function due to being extremely sleepy with this drug. I had taken Carbamezapine for so long and it worked 11 on a scale of 1-10. Changing my medicine without my consent was not a cool thing to do and I earn others to make sure that they look into these things before taking different medicines. I'm not pleased with Epitol at all.",7
"November 21, 2016",,For Trigeminal Neuralgia:,"I have TN2  it took 10 months 5 doctors ,dentist visit and lastly in hospital with severe neck ,face ,ear pain to get correct diagnosis.Like most first visit to the dentist,he said nerve issue,but I went to regular dr. first was diagnosed with migraine ,went to ENT,he said no problem go back to dentist meanwhile I am having pain 24 /7 can only open mouth about an inch ,eating ice cream & gaining weight.Started on a very low dose Carbamazepine because I am very allergic,first few days numbness improved ,then on 200mg a day ,it is working but jaw pain has not totally subsided.I don't have any side effects so far,thankfully.If all pain does not go away I will have to up the dosage after I see dr.Prayers to you all",10
"November 19, 2016",,For Trigeminal Neuralgia:,"TN came on gradual over a period of time, initially short attacks lasting only a few seconds prompted by face movement such as eating or talking.
Went down the dentist route first and had 2 teeth removed until he told me I should see a doctor.
I didn't go for some time and attacks got worse, lasting longer and incapacitating in intensity.
Diagnosed with TN and prescribed tegrotol.
Taking 800mg a day and only odd ""breakthrough"" pain on certain days depending where the TN settles (sometimes in the muscle and jaw and sometimes on the skin surface).
No side effects from tegrotol but pain returns almost instantly should I miss my medication.",10
"April 7, 2016",,For Trigeminal Neuralgia:,"Dear God never experienced such pain like it (not even childbirth) - started with twitching to lower face 5 days ago and then bouts of explosive pain to left cheek, jaw, upper and lower teeth.  Pain coming every half hour and lasting between 7-10mins each - cant do anything other than wait for it to pass (and cry at times)!  Started carbamazepine yesterday am twice daily and pain lessened already but feel very sleepy and bit nauseous / ""loose"" - still feel the underlying pain there but so much better.  Emergency dental appointment today with xrays - no dental cause.  Have had tinnitus in left ear for past 8-9 months after heavy cold plus some cervical disc bulging and nerve root impingement at C7.  Anyone else been given a cause for this??",8
"September 22, 2019",,For Trigeminal Neuralgia:,"I was diagnosed 4 years ago with Trigeminal Neuralgia and was put on tegretol 200mg a day . For 2 years was fine and then put up to 400mg. 4 months ago I had a massive flair up , so have seen the neurologist 3 times , been off work 4 months , taken 3 x 600 tegretol under nuerologist, given pregablin to run along side 400 . I’ve now got under control . Back down to 900mg tegretol off pregablin as it did do nothing for me.  I am still had pain on top of cheek bone and given nortriptyline for that . Tegretol does give me brain fog but I would say 90 per cent normal and as good as I’m going to get I’ve been told . I have requested mvd  op but a long way off . Also I have put in for PIP claim  and have assessor coming out .( tegretol ref to carbamazepine)",9
"July 19, 2014",,For Trigeminal Neuralgia:,"My experience with Trigeminal Neuralgia is that it seems hugely influenced by emotional stress.  Managing this, and bringing presence of mind remain for me the most effective ways to deal with this crippling pain.  Nevertheless, the carbamazepine seems helpful so far, though the side effects only seem to add to the symptoms of Multiple Sclerosis I've been diagnosed with for a dozen years.",8
"November 12, 2012",Taken for 6 months to 1 year,Tegretol XR (carbamazepine) for Trigeminal Neuralgia:,It took me 2 years to be diagnosed and as soon as I began taking Tegretol I began feeling less pain. I take 600 mg daily. I was taking 800mg but the nausea was too much. If I ever miss a pill I will begin to have pain but while taking it I am almost 100%.,9
"April 26, 2016",Taken for less than 1 month,For Trigeminal Neuralgia:,"I have only had two doses so far 100mg/2x a day.  Pharmacist said it could take 5-7 days to feel the full effects as it has to build up and that I could still take Motrin or Vicodin (neither of which really put a dent in the pain) until it starts to work.  So far I've had probably 9 or 10 ""episodes"" of pain and instead of what I can only compare to contractions (I've had 3 natural childbirths), the pain is now about a 6/10 vice 10/10.  I am so happy about this, I developed TN 6 months ago and thought like others it was in my teeth or gums; I now know it was due to a sinus surgery...the pain has gone from mild, one episode a day to intense, excruciating, balled up on the couch crying every hour bad.  I hope this medicine works.",5
"August 3, 2016",Taken for less than 1 month,For Trigeminal Neuralgia:,"Was prescribed the drug for trigeminal pain.  Knowing people with trigeminal neuralgia and feeling my pain was no where as severe as some, I felt that it may be a bit overkill for my symptoms maybe we were trying to castrate a mosquito with a machete? In the end I couldn't stand how it made me feel. Put on 8 pounds in just 5 days.  Blood pressure went up and I was EXHAUSTED.  I felt very edgy lost confidence in my stride and though the pain I was experiencing did dull it began to expand to both temples, tingling on lips and hands, worst, I just didn't feel myself.  I felt both drunk and somehow so fully aware of my strange symptoms It was as though I was observing myself from a foot away.  200 mg twice daily for five days.",1
"May 16, 2017",,For Trigeminal Neuralgia:,"Was diagnosed in January with TN, although I thought that's what I had.  My dad & his sister had TN as well.  Started on a low dose of carbamazepine, 200mg a day & naively I thought this would make the pain disappear.  No it did not.  They gradually increased dose to 300mg three times a day & this worked for approx 8 weeks.  I thought I had found the dosage that would work for me & I would be pain free forever, but no the pain returned last week & it was excruciating, could hardly eat anything.  I increased my dose to 400mg in the morning, 300mg in the afternoon & 400mg at night & gradually the pain has disappeared.  Spoke to doctor today & I can increase dosage to 1600mg if needed & she will prescribe slow acting carbamazepine as well.",6
"December 1, 2013",Taken for 10 years or more,For Trigeminal Neuralgia:,"Been taking for 10 years. Just had a bad 3 months and it took 1600mg for 3 weeks to control it. Now back to 1200mg and am reducing 100mg every 2 weeks. I was down to 600mg prior to this. A very heavy cold set it off this time. For some strange reason, 1 x400mg tablet is far more effective than 4x100mg tablets. I am in UK so no insurance and little cost.",9
"March 27, 2012",,Tegretol (carbamazepine) for Epilepsy:,"Have had complex partial seizure disorder for over 40 years.  My main medicine that held me for years was Phenobarbital.  When I started having breakthrough seizures, Tegretol was the secondary medicine that has held me okay for the past 4 years.  I tried Tegretol XR first but for me, I felt very tired, some dizziness, poor memory, and very bland.  When the Dr switched me to regular Tegretol, it was totally opposite!  I felt alive again, memory sharp, out riding horses, happy as a lark and felt like my good old self.  People should know there are many different medicines for epilepsy these days and also that there is a Tegretol XR (long-acting).",9
"January 31, 2017",,For Trigeminal Neuralgia:,"Trigeminal Neuralgia started about 6 months ago. Started the Carbamazepine about 3 months ago and have been having the dosage steadily increased to 200mg 3x/day with an additional 100mg at night. Pain is easily triggered by the slightest touch to right side of my face and I can avoid that for the most part during the day but night time is bad. The effectiveness of the additional 100 mg at night lasted 2 days and pain is just as bad again. At 61 years of age with multiple health issues and on disability because of COPD, not sure how much of this I'm going to be able to take.",7
"September 29, 2016",,For Trigeminal Neuralgia:,"I got the TN problem 3 years ago. Initially, thought the problem is with my teeth and did a root canal.
It was not necessary and diagnosed with TN. Tegritol helped to reduce the pain to a manageble condition. I took 400 mg 3 times a day. But that much of medicine everyday made me feel so drowsy.
So, I read about the chiropractice and started doing the adjustments and started doing brisk walking everyday for 4 miles. With this for an year, The medication is reduced to half. Now I am taking only 200 mg for 3 times! This is a good improvement  in my case and want to continue the same, until I stop taking any medication to reduce my pain completely. Hope this helps many who is going thru this mega pain to reduce the medication.",8
"January 25, 2013",Taken for 10 years or more,Tegretol XR (carbamazepine) for Epilepsy:,I am 33 yrs. old and have been taking Tegretol XR since I was 18 yrs old for grand mal seizures.  It has been great.....I have had two healthy children and maintained my medication during my pregnancies and had no problems.  Have been seizure free for 10 years!,10
"November 10, 2020",Taken for 1 to 6 months,Tegretol (carbamazepine) for Trigeminal Neuralgia:,Just out of hospital blew up like a balloon had very bad reaction. In hospital for 3 days was on tabs for 4 weeks  so am off them now. No good for me as I was swelled up like a beach ball on them. A neurologist told me to go on them for 8 weeks gees after 4 weeks ended up in hospital taking 3 to 5 a day.,1
"February 9, 2013",Taken for 1 to 6 months,Tegretol (carbamazepine) for Trigeminal Neuralgia:,"My problem started with severe uvetis/iritis (inflammation of the iris) for which I was under a eye specialist care. This went on for almost 3 yrs before the Dr was able to get it under control. I lost a lot of vision the the left eye (it was in both eyes). Eventually I became aware that I had tested positive for Lyme disease in 2005 but was never treated for it. I continued to have severe pain around the left eye that was incapacitating. I finally found a Lyme Dr. after much pain, agony, & suffering. I was told I had trigemial neuropathy in my left eye. I was given carbamazepine 100mg x2 per day. I have only been taking it prn but after reading other peoples experience I believe I need to take it every day to get the full effect . Thank Yo",6
"May 24, 2016",,Tegretol (carbamazepine) for Bipolar Disorder:,This was the best medication I have ever had.  I take 2 at night and 1 in the morning.  I only trouble I have had was at one time the Doctor tried to up me to 2 night and 2 in the morning and it caused terrible vertigo like feeling.  I couldn't even stand up.  Overal I would say it's a great medication.,10
"December 2, 2011",,Tegretol (carbamazepine) for Peripheral Neuropathy:,It took approximately 3 months for the Tegretol to have any effect. When it did it was almost overnight. Also found that taking Xanax with it helps tremendously (with Doctor approval of course). I take up to 3 mg Xanax with 3 times daily and 200 mg Tegratol 2 times daily.  It really works.  The burning has almost ceased.,6
"October 25, 2019",Taken for 1 to 2 years,Tegretol (carbamazepine) for Epilepsy:,"Tegretolol is the only medicine that stops my tonic clonic seizures. I've been on it over a year, taking 1,000 mgs a day. The first month I had memory problems and drowsiness but that went away fast. The biggest side effect I had that never went away is severe depression caused by it. My depression is gone thanks to Lexapro 20 mg a day. I highly recommend Tegretol for tonic clonics seizures due to Epilepsy.",10
"October 9, 2019",Taken for 6 months to 1 year,For Epilepsy:,"This stuff was horrible for me, did not stop sleeping siezures and side effects gave me such a bad attitude,  I was very grouchy but was numb to most feelings for other issues.  I didn't want to do anything, ruined my appetite and my relationship.
200 mg twice a day",1
"January 9, 2021",,For Bipolar Disorder:,"Hi am a lady of 29 years,I have been using carbamazepine for bipolar disorder for a month now.  It is a miracle medicine but the downside of it for me is dermatologic side effects. I have rashes, swellings on face, peeling on the skin, itching of the whole body.  Can someone please help me out how to handle the side effects.I love the medication it helps me a lot",10
"April 24, 2013",Taken for less than 1 month,Tegretol (carbamazepine) for Trigeminal Neuralgia:,I have been put on this medication for pain.  After 6 mouth operations - I was left with terrible upper gum and palate pain.  I have only been on it for 5 days - it is not working.  The pain is severe and constant.  I am praying - as I take it longer - it will take the pain away.,2
"April 20, 2015",Taken for 2 to 5 years,For Bipolar Disorder:,"I was diagnosed Bipolar I with OCD When i was 14. I am now 38 and a mother of 3. I have been taking Equatro/Tegratol XR (carbamazepine) for 3 years now. I also take it with a mild antidepressant. I think on its own, the carbamazepine worked ok, but I found myself still depressed. No more rage or bursts of anger, but zombie like. As soon as my doctor introduced the antidepressant into my regimen, I feel wonderful!!! I take 600 MG a day total of the carbamazepine XR. 1 tablet in the am and 2 before bed. My morbid thoughts have stopped, suicidal tendency went away almost completely.  My moods are elevated and stable now. I am able to enjoy life now.",9
"November 27, 2011",,Tegretol XR (carbamazepine) for Trigeminal Neuralgia:,"After being on regular Tegretol for about a year in combination with Neurontin, my Neuro changed it to the Tegretol XR with fantastic results.  I have been taking this for about 2 years now and other than the annoying side effects and occasional breakthrough pain I am very happy.  Be warned though that the new generic of Tegretol XR may not be as effective as the name brand. When the generic came out my insurance automatically switched me and they didn't work near as well and I was having a lot of breakthrough pain.  My Dr had to make a request to my insurance for the name brand and thankfully they approved it.",8
"February 13, 2013",,For Trigeminal Neuralgia:,"I started taking gabapentin for my trigeminal neuralgia nearly 3 years ago but it gave me alarming mood swings, I nearly hit my wife! This sent me back to the doctor and I was put on pregabalin which was slightly better on the moods swings but became less effective over time. Now on Tegretol slow release (400mg morning and 600mg evening) it allows me to work but in some pain. I tried 600mg twice a day but I slept all day every day for a month. Breakthrough pain can be helped by taking tramadol and Co-codamol although only slightly. Overall good but it will leave you sleepy and forgetful - don't forget it's job is to slow the neurons in you're brain (I believe it was originally developed for epilepsy). Don't expect to be completely pain free and good luck.",8
"December 31, 2010",,Tegretol (carbamazepine) for Epilepsy:,"I am 39 years old now, and have been on Tegretol since I was 20.  I have not had a seizure for 19  years.  Then, this past weekend, I went on a trip and did not take my Tegretol for 3 out of the 4 days I was there.  The next day, I had a grandmal seizure and the ambulance came.  I attribute it to becoming complacent and it really bit me, but I will not make this mistake of being lazy and not taking it again.  I was on 200 mg for the last 3 years without a problem, but will increase it to 400 mg just in case.  Tegretol really does work wonders and I hope to be seizure free the rest of my life, if I can faithfully stay on this medicine.",10
"June 4, 2012",Taken for 6 months to 1 year,Epitol (carbamazepine) for Bipolar Disorder:,"I've been on Epitol for a little over 6 months and it has CHANGED my life. I had a hard time finding a medication that didn't worsen my condition or give me weird side effects and so far, I've had NONE of that from Epitol.  The first few weeks were a little difficult as it made me kind of tired but I quickly adapted and no longer get drowsy. (I still find it best to take it before bedtime). My depressed symptoms are all but gone and my manic spells are much more mild (though occasionally longer). This medicine was a God-send.",8
"December 31, 2016",Taken for less than 1 month,For Trigeminal Neuralgia:,"I only started talked Carbamazpine 6 days ago after the Dr told me I ""possibly"" have TN. My symptoms of extreme pain in my teeth/jaw on one side started a month ago only when I have something to eat/drink that isn't warm or if I breath through my mouth. I am only on 100mg twice daily and have had only a minor side effect of a very slight feeling of ""spaced out"" rarely though. The meds seem to have reduced the severity and length of the pain already but I'm hoping a trip to my Chiropractor can help even more. I will let you know how that goes.",8
"May 8, 2019",Taken for 10 years or more,For Epilepsy:,"I would advise if you are taking tegretol on a large dose, say 600mg or 800mg twice daily. Ask for a thyroid serum blood test and testosterone levels as it will lower testosterone levels and damage the thyroid.",1
"September 20, 2009",,Tegretol (carbamazepine) for Trigeminal Neuralgia:,"I have trigeminal neuralgia and have been suffering from it for quite some time. I was put on 300 mgs twice a day and it didn't help at all and the attacks were just getting more severe and frequent, so the neurologist upped it to 900mgs a day. Still no relief! I have been on two other kinds and pretty much have to rely on pain medication which doesn't even relieve all the pain.",3
"September 7, 2015",,For Peripheral Neuropathy:,"A neurologist prescribed carbamazepine for my wife to treat persistent pain in the area of her surgery (brain tumor). She was on this drug for two months and it did not have any affect on her pain. It did almost kill her so BE VERY CAREFUL if you take this drug and have side effects such as low energy, drop in blood pressure, dizzy spells, etc.  This can be a dangerous drug - in our case it depleted sodium levels and my wife almost went into a coma. It is her third day in the hospital after having to call 911 when she collapsed - she is slowly recovering.",1
"May 20, 2014",Taken for 10 years or more,Tegretol (carbamazepine) for Epilepsy:,"I have been on this medicine for 27 years. Except for extreme tiredness, I seem okay. Have not had a fit when on this medicine. One week I came off the medicine, between suicidal thoughts, crying jags and depression, I had massive fits. I have not been off since. This medicine seems to affect the liver, so liver tests are a must.",8
"July 14, 2009",,Tegretol (carbamazepine) for Epilepsy:,"I HAVE HAD SEIZURES FOR TWENTY (20) YEARS NOW.  i HAVE TAKEN EVERYTHING THERE IS TO TAKE, NOTHING WORKED EXCEPT FOR TEGRETOL.  HOWEVER, I STILL HAD BREAKTHROUGH SEIZURES, SO NOW I TAKE KEPPRA WITH THE TEGRETOL.  I HAVE NOT HAD ONE SEIZURE FOR THREE (3) YEARS NOW.  WOW, OH WHAT A FEELING!",9
"December 24, 2020",Taken for less than 1 month,For Trigeminal Neuralgia:,"This medication is awful. It is horrible I felt like my life was slipping away on it. Gave me mood swings, I had sad thoughts, I was dizzy, nauseous, and tired. Carbamazepine is so toxic please don’t take it. It even lowered my white blood count and I got really sick, I visited the ER 3 times. I was so lightheaded and so nauseous. I felt like I was going to pass out any second. If you're on carbamazepine please go do blood work and make sure everything is ok.",1
"November 23, 2014",,Epitol (carbamazepine) for Bipolar Disorder:,"Before this, I'd been ineffectively diagnosed and treated for ADHD and recurrent depression. I've taken this medication for only four days following a bipolar II re-diagnosis, but despite this, I feel much better than I had on Prozac. My combination of irritability, depression, lack of motivation, and suicidal/homicidal ideation (in the form of intrusive mental images) has vanished, and I find it much easier to talk to people and look them in the eye again. I'm taking 200mg tablets twice a day and initially noticed mild dizziness, headache, and sleepiness, but these quickly vanished. The only persistent symptoms have been hardly perceptible ringing in the ears and lowering in the pitch at which I hear sounds, esp. familiar songs.",10
"July 7, 2010",,Tegretol (carbamazepine) for Epilepsy:,"No seizures whilst on Tegretol. Extreme headaches first 4 weeks, extreme tiredness. 6 weeks after starting Tegretol hives started to appear and got worse. Blood tests showed liver enzymes were 3 times higher than usual and red blood cell counts slightly reduced. Thyroid gland swelled up also. All these were shown to be a severe allergic reaction to the drug. People should be aware of this as a possibility.",3
"June 20, 2011",,Tegretol (carbamazepine) for Bipolar Disorder:,"I just started taking Tegretol on June 3 for mood stability. Also prescribed Celexa on same day. I also take Methadone 10mg 4x a day for chronic pain management for last 10 yrs. I love how it makes me feel and it's very hard for me to get angry BUT, it interferes with the methadone.  At first nothing except feeling drunk for the first 4-5 days. Then it started. Withdrawal symptoms, increased pain, restlessness, insomnia, fatigue and nausea. Not sure if I can continue treatment but will find out on June 24 after my doctors appointment. Also taking meloxicam. Will let everyone know my results Friday afternoon.",6
