Date,Time Taken,Condition,Review,Rating
"November 1, 2015",,Keppra (levetiracetam) for Seizures:,"I am 16, I have had Juvenille Myoclonic Epilepsy for almost 2 years now and have been on keppra ever since. I experienced some weight loss, extreme depression, hallucinations, and memory loss. I've only had one other grand mal seizure while on this and I do not jerk anymore. Though it works I wish I felt alive and awake during normal daily tasks. If you can seek other medications for physiological and behavioral reasons, I suggest it.",6
"May 24, 2014",,Keppra (levetiracetam) for Seizures:,"I've been on Keppra for two years now, 500mg morning & 500mg evening. No side effects at all and no seizures since I started on it. Initially I had some tingling in my lips but that ended after a week or so, nothing since. Like the ""animal alerts"" I keep on my vehicles you can't tell if it works except for the absence of anything bad happening which in my case nothing has with either Keppra or the animal alerts so they both must work since before them I had one seizure and also hit a deer a moose and some rodents who darted out in front of me but no longer do.  I checked for interactions of all medications and would advise anyone with a bad reaction to any med to do so as well.",9
"May 28, 2013",Taken for 1 to 6 months,Keppra (levetiracetam) for Epilepsy:,"After EEG showed seizure activity, Neurologist started me on 500mg/day Keppra.  At the 4 hr mark, I felt very spaced out. Couldn't think, hazy, slurring speech, lethargic, etc. Neuro suggested I start taking at night, so that I could ""sleep through"" the odd feeling.  Now, I WAKE up at the 4 hr mark... on the dot, every single night. I still feel spaced out, and find it hard to get comfortable and fall back asleep. Takes me about an hour to fall back asleep. Sleep disturbances cause me to feel tired during day.",3
"February 5, 2014",Taken for 2 to 5 years,Keppra (levetiracetam) for Epilepsy:,I had my first seizure over 3 years ago at the age of 23. Upon receiving a MRI scan I learned that I had a brain tumor called pleomorfic xantro Astro sytoma. After having it removed I was put on Keppra XR 1500mg twice a day and have been seizure free ever since. However recently I have been having new side effects appear. At first the only side effect I had was exhaustion and occasional insomnia however over the past two weeks I have had tingling sensations on my scalp and bouts of vertigo and I am very scared about what this could mean I hope everyone else is doing well.,8
"February 3, 2016",,Keppra (levetiracetam) for Seizures:,"After a stroke in 2005 I had  seizures until starting with Keppra @ 500mg bid, now i'm up to 1000 twice a day, and haven't been bothered by any side effects at all.  I'm glad that it is available as a generic, now-  I use Levetiracetam, only $4 a month as opposed to the $720 a month Keppra was until recently.",10
"March 28, 2013",Taken for less than 1 month,Keppra (levetiracetam) for Epilepsy:,"I started taking Keppra 500MG twice a day 2 weeks ago after being hospitalized for a tonic-clonic seizure lasting about a half hour. Since I started taking the 500MG, I used to fall asleep for more than 8 hours at a time. I've gotten a few headaches, but nothing as serious as the ones I used to get before. My reaction/talking/thinking time was definitely slowed down, but its improved a lot. The first week I used to sleep the whole night through, now its reversed where I can't stay asleep all night. I noticed my mood has changed and mostly for the worse (angry all the time). Really frustrating to adjust to but hoping for the best. Seizure-free so far!",6
"October 25, 2018",Taken for 2 to 5 years,Keppra XR (levetiracetam) for Epilepsy:,"I've been on Keppra XR 500mg ( taking 4 a day, 2 at night 2 in morning) it was great at first but then I started to get really irritable, then along came anxiety and depression, in 2016 I had a son ( had 1 seizure during pregnancy) and 2017 had a daughter ( same scenario) 
I also had post-partum depression from when I had my son, its worsened over those two years. this will be my 5th year on it and im not satisfied with it at all, I've tried changing my medicine but they won't because it stopped my seizures (grand mal) and I've tried telling them about the depression and anxiety but all they asked ""why didn't you tell us this before"" but most people deny the fact they have anxiety and depression (like me) to avoid being put on other meds, I've tried anxiety and depression medicine but nothing worked. All I want is off this medicine to not feel like a zombie anymore.",2
"May 30, 2020",Taken for 10 years or more,Keppra (levetiracetam) for Epilepsy:,"I have been on Keppra for 12 years and at first it improved my seizures, been epileptic for 29 years. However side effects are brutal. The lack of sleep affects my day to day life the depression and panic attacks are awful and the rage can be horrendous. Generally I’m a calm person, I meditate daily and have to to keep from screaming at everything. It’s like always being at your worst and there are days you question your own sanity or the point of carrying on. I am trying to convince my neurologists to find an alternative to this awful tablet as I’m now at the point where I have panic attacks even leaving my bedroom, my vision is constantly blurred and flickering and it feels like I have a CONSTANT aura as I get pre seizure. I’m lucky enough to have not had the suicidal thoughts but even without them I can sympathise with those who do as it may well seem the only way out.",1
"November 10, 2015",Taken for 1 to 6 months,Keppra (levetiracetam) for Seizures:,"I had my first seizure February 2014 and was prescribed Keppra. I took it for a while and experienced all the symptoms as everyone else: depression, fatigue, mood swings, hallucinations, etc. You name it I had it. I had no energy and all I could do was sleep. I got tired of living like that and one day decided to stop taking them, bad move. It was fine for 4 days, I was energized and happy but on that day I had another seizure. I told my doctor and he changed my prescription to Trileptal. I have been on it since that day and the only side effect I think I have would be hair thinning.",3
"July 28, 2013",Taken for less than 1 month,Keppra (levetiracetam) for Epilepsy:,I just had my third seizure and I was switched from Topamax to Keppra. I find that this medicine makes me hyper and then extremely tired. I am 18 years of age and I experience the depression side effect and almost all of the side effects. Really wanting to find a right balance.,8
"February 13, 2015",Taken for 2 to 5 years,Keppra (levetiracetam) for Epilepsy:,"I was having difficulty getting diagnosed because I was not having grand mal seizures.
I was, however, having about 80 simple partial seizures a month for 10 years straight. We thought maybe anxiety. Nothing was picked up on scans cause it was impossible for me to know exactly when it would happen, so it was never happening while scans were performed. Finally, 10 years later, they turned into grand mals. I started on Keppra 2 years ago and have not had a single seizure since. 3500mg daily. To go from 80 a month to NONE at all... This stuff had given me my life back. And no side effects for me!",10
"September 5, 2009",,Keppra (levetiracetam) for Epilepsy:,"I have been epileptic since I was 5 years old. Now I am 24 years old. I started taking Keppra 2 years ago. In the beginning I was so tired and sleepy- nearly lethargic. That wore off after the first 3 months of being on Keppra. Since I have been on Keppra for over two years I only have had 1 seizure and it was because I missed a dose. But sometimes I think there are other side effects due to Keppra such as lack of concentration, frustruation, irritable and anger.",10
"July 2, 2011",,Keppra (levetiracetam) for Seizures:,I've been on 500mg 2x/day for 5 years. Keppra controlled the seizures immediately the day I started it but I did experience extreme drowsiness and can sleep for days. People always told me I looked tired and knew I was always sleepy. I also got very moody and am easily irritated to the point where no one wants to be around me. I didn't think that it could be linked to the medication until now. It's a terrible feeling but it does control the seizures.,7
"April 11, 2020",Taken for 2 to 5 years,Keppra (levetiracetam) for Epilepsy:,"Have been taking Keppra for more than 2 years now and I have never noticed a problem when using. It has completely stopped all of my seizures and gives me no side effects, on top of that, it is a water-soluble drug meaning that I just urinate it out leaving no way for it to do any damage to me. Currently I am on 1500 mg a day or XR medication. On the first time it was prescribed, I never took it for the sole reason that there were so many side effects listed. I had seizures because of my actions. After taking it, I never had a seizure since and feel better than ever. I recommend use of this medication if prescribed!!",10
"October 1, 2018",Taken for 1 to 2 years,Keppra (levetiracetam) for Epilepsy:,"I've been struggling with seizures for seven years. A year and a half ago I was diagnosed with epilepsy and put on keppra. I currently take the almost the max dosage 1,750 mg twice a day. I struggled with grand mal seizures so much before starting keppra. Ever since I started keppra I've only had one grand mal occur a year ago. Although keppra helped my grand mal seizures it didn't prevent my partial seizures or otherwise petit mal seizures. Keppra doesn't react badly with other meds or the body. Overall satisfied with keppra!",9
"December 14, 2017",,Keppra (levetiracetam) for Seizures:,"My boyfriend is 22 years old and he has never experienced seizures before and then one day at work after not eating or sleeping very well he had a seizure (I forget what kind of seizure) he was rushed to the hospital and they did scans and tried to send him home after 10 mins of leaving the hospital he had another seizure. (just to mention his dads sister has seizures and is on Dilantin) then he had a bunch of CAT scans and an EEG and nothing came back, but now he has to take keppra 4000mg a day for 3 months . He hates it he's very moody now, depressed and he was never like this before. They are going to do a stress test after the 3 months of taking keppra and see if not sleeping and eating right caused abnormal brain waves... I just want this to be over",4
"October 15, 2019",Taken for less than 1 month,Keppra (levetiracetam) for Epilepsy:,"I was tried on Keppra for a short period as a possible substitute for Dilantin, with the results that; it did control my seizures, but after just two weeks, to borrow from the prescribing information it produced ""hostile and aggressive behavior"" over even the slightest thing. That was the first time.
The second time that I was tried on Keppra, I spent a year on probation for assault. You can guess my opinion
It works well for some people, but I fear it's not as safe as the UCB and the FDA claim.",1
"August 23, 2016",,Keppra (levetiracetam) for Epilepsy:,"This medication created the worst two years of my life. I started having seizures my sophomore year of college and am now a senior and I have been on Keppra the past two years. The doctors never explained the severe side effects that would go along with this horrible drug. I used to be always a happy kid and since I started taking Keppra I constantly dealt with mood swings, uncontrollable anger, severe depression, constant thoughts of suicide, weight gain, and hair loss! I can't believe it took me such a long time to get off of this stupid drug. The seizures never stopped either and all the doctors would do is increase my dosage every time. I'm currently at 3000mg a day and am slowly weeding myself off of this drug and going all natural.",1
"July 29, 2015",,Keppra (levetiracetam) for Epilepsy:,"I have been on Keppra for two years and would not recommend it. Keppra greatly reduced the frequency and severity of my seizures BUT it did so at a cost. Since starting Keppra I've consistently experienced depression, anxiety, and compulsive suicidal thoughts. It has significantly impacted my quality of life in terms of mental health.",4
"August 23, 2009",,Keppra (levetiracetam) for Seizures:,"I am an 18-year old who has been having seizures for the last three years or so.  Keppra helps me a lot.  I just wanted to say, for those women who have mood swings and anger issues due to this medicine, talk to your doctor about going on prenatal vitamins, such as Vinate a-z.  I became the meanest person I had ever met, but after I was put on Vinate, I went back to normal the day I started taking it.",10
"June 16, 2015",,Keppra (levetiracetam) for Seizures:,"My daughter just started this medicine and she is still having seizures.  Before the  seizures were not happening during the as often, now it is happening more frequently.   I still yet to see any real good results...",2
"May 29, 2014",Taken for less than 1 month,Keppra (levetiracetam) for Epilepsy:,Keppra seemed to stop my seizures for my mild epilepsy however the side effects were so bad that I stopped taking it after 3 weeks. The worst side effect was suicidal depression. Prior to taking Keppra I did not suffer depression. I'm back on Epilim now.,4
"May 26, 2014",Taken for 2 to 5 years,Keppra (levetiracetam) for Epilepsy:,"I have been on Keppra for 2 years  taking 3000mg per day along with 400mg a day of Vimpat and I am still having at least 2 a week. They put in a VNS in Oct, 2013 and I am still having them. I just am having some side effects like... falling, dizziness and being ill if something is said in the wrong tone. I hope that make sense. I just get aggravated easy and I just can't get rid of my headaches.",4
"June 5, 2008",,Keppra (levetiracetam) for Seizures:,My epilepsy began when I was 7 years old and I've always been treated with multiple drugs because seizures didn't stop. I've been using keppra for 3 weeks and haven't had any seizures. I'm so happy with this drug. The only side effect I've felt is I get a bit sleepy after taking the pill. I surely recommend it.,9
"March 26, 2019",Taken for 5 to 10 years,For Seizures:,"Been on levetiracetam  for around 9 years for my seizures and the side effects were, harsh the first year, bad mood swings, severe depression and migraines daily but over a couple years the side effects decreased. Plus the levetiracetam controls my seizures caused by brain surgery very well, I only 2-4 seizures in 9 years. Very happy with this medication",9
"September 17, 2019",,Keppra (levetiracetam) for Epilepsy:,I have been taking 200 mg of keppra twice a day after my second seizure which was 4 months ago. For the first month roughly I had constant mood swings and almost no appetite. It wasn't uncommon for me to randomly start feeling depressed and those phases could last up to multiple days on end. I would also have random anger that seemingly came from no where to the point where I would start fights with my family over the dumbest things. Even after that first month which is supposed to be when your body gets used to the drug I continually had mood swings and random depression. Although it has stopped me from seizing I highly do not recommend,1
"October 11, 2015",Taken for 1 to 2 years,Keppra (levetiracetam) for Seizures:,"My fiance (22 yrs old, 130 lbs) has been on Keppra combined with Vimpat for over a year and he has had very bad mood swings, weight loss, anxiety, feelings of hopelessness, depression, and irritability/quick temper. We are trying to find out if there is another medication he can take in combination with these to help combat the side effects, or if someone has found another med that works as well with less severe side effects, seeing this is the only med that has helped his seizures so far (diagnosed at 17) Anyone else with a similar  problem, or know what might help?",4
"August 19, 2009",,Keppra (levetiracetam) for Seizures:,"This has been my life saver.  I've been on this for 7 years or more.  I take 4500mg a day along with 600mg Lamictal a day. With each increase I have better control but this knocked me out when increased in larger increments. People say I look tired but I'm so used to it I don't notice.  Unfortunately I can't think straight.  My reading, comprehension, learning is shot.  I've been trying college for years, each increase brings better control. I wish I could stop the medication for a few days to see if there is another world out there but my brain gives me an unfortunate reminder if I'm late.",9
"May 6, 2018",Taken for 1 to 6 months,Keppra (levetiracetam) for Epilepsy:,"Keppra has made me angry beyond words, impatient, and now I cry all of the time. It has been like watching a train wreck in slow motion and not being able to control it. I feel like I’m going to explode all of the time. There has to be anything better than this.",1
"April 17, 2020",Taken for 2 to 5 years,Keppra (levetiracetam) for Epilepsy:,"Son was diagnosed with juvenile myoclonic epilepsy at 12 years old after 2 tonic-clonic seizures. He was given 250mg keppra twice a day. He had a 3rd breakthrough seizure after forgetting to take 2 doses. After that he was seizure free for three years, including a trip from USA to Europe. Dr. recommended weaning process after normal EEG, which we followed to a T. He relapsed and had a tonic clonic seizure and is back on keppra, 500mg twice a day. He has a reminder to take it at 8am and PM and that helps moderate side effects. His side effects are mostly sleepiness, emotional swings, but being physically active helps a lot. We are hoping keppra works as well the second time around as it did the first.",9
"July 9, 2021",Taken for 1 to 2 years,Keppra (levetiracetam) for Seizures:,"I took these as a kid, my parents instantly had me stop taking them because I would always feel angry and tired while taking them, and my doctor would always increase my dosage every time I saw Him. 

As an adult now who always feels tired no matter how much sleep I get and feels very unmotivated to do things STILL, I can’t help but wonder if taking these as a kid have affected me mentally. I was always shy but a very hyper kid who liked learning new things and after taking these I just remember turning into a quiet kid who didn’t do much and that’s stuck with me for years. I'm currently trying to fight this but I wonder if there’s anyone else out there who’s taken this Medication and feels this way years after they’ve stopped?",3
"July 22, 2015",Taken for 1 to 6 months,Keppra (levetiracetam) for Seizures:,"I am 37 years old and have had Petit Mal Seizures since I was 2 Years old. My seizures were always controlled on Epival. However, this drug isn't safe during pregnancy so my Dr prescribed me Keppra (500mg) before we staring to try for a baby. 

Keppra works well for me to control the Petit Mal Seizures. However, it has really bad side effects. It made me extremely tired and quite moody. The worse part about this medication it caused me to have 2 Grand Mal Seizures (10w and 18 w). Before these 2 seizures I have never had a Grand Mal before.  I am now off of Keppra and on Lamotrigine and feel great. I have energy and feel like myself again. Best of all no Grand Mal seizures!",2
"August 7, 2014",Taken for 10 years or more,Keppra (levetiracetam) for Epilepsy:,"After having seizures for reg every 8 days or so for 55 years on many different anticonvulsants, I was given Keppra, 3000mg daily and for the last 10 years have been free from seizures with no side effects whatever. This medication has changed my life around.",10
"July 16, 2013",Taken for 1 to 2 years,Keppra (levetiracetam) for Epilepsy:,I have been on Keppra for 10 months. After 45 years on Dilantin my liver was being poisoned. Dilantin worked as far as controlling seizures. Keppra has worked so far but I have insomnia and no appetite.,8
"February 11, 2019",Taken for 10 years or more,For Epilepsy:,"Kappra should never have made it to the market!!! all doctors are is full of greed to make as much money off of their patients pain and suffering. 
 Patients stop caring about their own lives while on kappra and internal dialogue can easily be referred to as their very own personal HELL.",1
"February 12, 2020",Taken for 5 to 10 years,Keppra (levetiracetam) for Seizures:,"Hey everyone at the age 48 my brother was diagnosed with epilepsy seizures at that time he almost died because nothing would stop them. After multiple seizures back to back like 20+ the only thing that would even help control them was name brand medication (Keppra)they started him out at six 500 mg daily. Many different symptoms with this I've noticed over the years so I will list a few: mood swings, anxiety, depression, memory loss of dates & time, agitated, lies.

 Talk to the  doctor about the amount of seizures he experienced since last visit and at times gets violent.
This medication still dosn't control them like it should but by taking it he at least has a chance.",5
"December 2, 2013",Taken for 5 to 10 years,Keppra (levetiracetam) for Seizures:,"It works most of the time.  I developed epilepsy when I was almost 60 years old and the first medication I took gave me horrible headaches.  This works, but it also can give me diarhea and when that happens and the medicine doesn't stay in my body long enough to work, I can have mild attacks.  Sometimes I have the mild, brief attacks even when the medicine stays in me.",9
"November 9, 2009",,Keppra (levetiracetam) for Epilepsy:,I took Dilantin for over 20 years and always felt tired. I regularly had seizures 2-3 times a year while taking this medicine. My doctor took me off Dilantin and I transitioned to Levetiracetam (Keppra) because long term use of Dilantin can promote osteoporosis. I have been seizure free ever since and experience no side effects. I also feel more energy as a result of getting off Dilantin.,9
"October 21, 2020",Taken for 1 to 6 months,Keppra (levetiracetam) for Epilepsy:,"So far I have had a terrible experience with this drug Keppra. They increased the dosage by 1500mg a day. So now I'm taking 1500mg 2x a day on top of lamictal. I always feel tired, moody, and depressed. Most recently I started having suicidal thoughts and feeling lonely. I hope these side effects end soon",1
"February 16, 2016",Taken for 5 to 10 years,Keppra (levetiracetam) for Seizures:,"My brother had a tumor 15 yrs ago removed after having a seizure. Takes 1000mg keppra a day. He has mood swings, diarrea if he does eat b4 so, and delusional. Still effective.

I started having anxiety attacks n seizures at 24yrs of age. Neurologist perscribed me keppra 500mg daily and 2mg xanax a day when needed, usually I break xanax into pieces as u can because they have little bars to do so. I don't have any side effects besides feeling sleepy at the end of the day. I don't take xanax til after work at the end of the day as xanax does makes me sleepy. Keppra deserves 10 for me. But my brother rates it 7. Every one is different. I know this is for keppra but XANAX is not for anyone a lot of people can't handle the drug and can't control themselves let doc determine.",9
"December 28, 2020",Taken for 6 months to 1 year,Keppra (levetiracetam) for Epilepsy:,"Hi folks 
I had my first seizure in October 19 , then had 2 more seizures over the next 4 months . 
Was diagnosed with frontal  lobe epilepsy initially put on lamotrigine ( didn’t work for me plus sleep problems ) 
I Asked the Neurologist if I could try keppra , ? 
Wonder drug for me , I only take 500mg a day 250mg in the morning 250mg evening.. 
I’ve been seizure free for 10 months with no side effects whatsoever, so thankful",10
"May 18, 2015",,Keppra (levetiracetam) for Seizures:,"I'm 63 now using Keppra (levetiracetam) 500 mg has been a good choice by my neurologist for approximately 5 yrs. I take 750 mg at bed time and it has worked well. My insurance 
covers Keppra but  levetiracetam is more affordable and has
worked for me.",
"September 28, 2020",Taken for 10 years or more,Keppra (levetiracetam) for Epilepsy:,"My son cannot take generics of Keppra, it works for him and he is on a combination of  depakote, keppra, and vimpat. Nine of the generics are equivalent to the brand. Don'be fooled by Dr or pharmacies,because they will tell you they are the same.",1
"January 17, 2013",,Keppra (levetiracetam) for Epilepsy:,"I had my first seizure when I was 17 (now 23). I always wanted to be on a medications that was safe so one day when I had a family. And now have my family with a healthy boy. I do have to say I was having the depression, I was having dizzy spills and really bad headaches. But I talked to my doctor he lowered my dose and gave me Topamax to take with it. And now my headaches are gone. It is very hard to actually to find the right medication for yourself. I wish you all the best!",8
"March 8, 2021",Taken for 1 to 6 months,Keppra (levetiracetam) for Seizures:,"23 year old male, 6'1, 155 lbs. Never had any health issues other than ADHD (diagnosed at age 15) and 2 myoclonic seizures which I just only recently experienced. I underwent a battery of tests (CT, ECG, X-rays, bloodwork, etc.). All of my tests came back completely normal, save for slightly elevated blood pressure. I was put on Keppra 1000 mg, twice daily, as a result. I read up on how nasty the side effects allegedly were, but I found my personal experience with them quite underwhelming in comparison. Symptoms are definitely present though, chiefly gastrointestinal discomfort, irritability, restlessness, and feeling ""spaced out"". My most concerning symptom is that it has made it quite difficult to find things genuinely enjoyable like I used to. The best way that I can describe it is that it makes me feel robotic. Symptoms are obnoxious, yet manageable with some effort and patience. For seizures, I have not had any recurring episodes since being on it, so I can't say it's ineffective.",7
"December 18, 2007",,Keppra (levetiracetam) for Seizures:,I have been taking Keppera for 6 yrs now. It has helped my gran-mal seiuzres out some what. My doctor has tried me on so many other seizures meds along with this one. I have experince mood changes all kinds of others. but this is the only seizure med that keeps them calm down. Not kept away but calmed down enough to were I can have some what of a life.,
"June 30, 2011",,Keppra (levetiracetam) for Seizures:,I have been taking Keppra for 4 years. When I keep up with 2000mg dose daily I rarely have seizures anymore. When I go off the medicines they come back. I would have to say it does the trick with minimal side effects.,10
"June 17, 2008",,Keppra (levetiracetam) for Seizures:,"I have been taking Keppra for 3 years now.  I used to take Lamictal and felt crazy during that time.  I used to feel sleepy and at first I couldn't wake up in the morning when I started taking Keppra, but now I am happy to be on it. My biggest issue with Keppra is the rising cost and the fact that my body gets used to it so I have to increase my dose.",9
"April 30, 2019",Taken for 1 to 2 years,For Epilepsy:,"Horrible experience on this drug, yes it works to stop seizures but I don’t think that outweighs the cons of having mood swings, anger, depression, anxiety, and really dark thoughts that could put me in prison. And it also makes you lose your friends and family due to these side effects.",1
"December 15, 2016",Taken for 2 to 5 years,Keppra (levetiracetam) for Seizures:,"I have had epilepsy from 18 months old started on epilim. By the time I turned 3 I was seizure free till I was 16. Just before my maths exam I had a seizure wasn't exactly sure what caused. I went to my GP I was put on 100mg of lamotrogine then went up to 250mg of lamotrogine finished on 300 the drug didn't work at all.

I was then referred to see a neurologist and we started off taking keppra 500mg alongside with the lamotrogine. We then moved to 750mg or keppra with the lamotrogine BD.After all of that we then moved to 1000mg BD since then to know I'm now on 4grams a day along side 600mg of oxcarbazapine and currently on 6mg of Perampanel. I'm getting the drowsiness tiredness and from the keppra I'm turning aggressive.",1
"July 16, 2008",,Keppra (levetiracetam) for Seizures:,I had brain surgery in December 1996. A tumor was found in the middle of my brain. I had been having blackouts for 16 years before they could find it.  I had been on Dilantan before the surgery. It worked but the doctor said Keppra was much better so I was put on Keppra after the operation and haven't had a black out since.,9
"February 16, 2012",,Keppra (levetiracetam) for Seizures:,In April 2010 I was went into Grand mal seizures which was found to be due to brain cancer. After surgery and sent home I was put on Keppra. As of Feb 2012 I have not had a seizure since but I have found this medicine makes me very tired and I itch all over all the time. I was taking 500mg in the morning and 500 in the evening. Then we changed it to 1000mg in the evening and none in the morning. I find it very hard to get motivated in the mornings. I want to stay in bed and sleep. I take antidepressants but I'm not depressed or crying. I had been and they felt under the circumstances I need to stay on the antidpressant. We tried changing it and I still stayed very tired and that is why I am sure its the Keppra making me so tired. Otherwise Kuddos.,6
"April 16, 2019",Taken for less than 1 month,Keppra (levetiracetam) for Epilepsy:,It wasn’t what you would call a fun experience. It was the first of 14 medications I was placed on and I was only on it for two days. They took me off because of how excessively severe the keppra side effects  were,1
"November 16, 2011",,Keppra (levetiracetam) for Seizures:,"I've been taking this medicine since December 2009, and I haven't had a seizure while taking it. I've doubled my dose according to my doctor's instructions since then and am now taking 3000 mg/day, the max adult dose. I've noticed an increase in anxiety and severe anxiety symptoms since beginning Keppra, but other than that it's been a great medicine.",7
"July 10, 2011",,Keppra (levetiracetam) for New Daily Persistent Headache:,"I have had chronic migraines for 16 years.  Because of my hyper-sensitivity to many medications (antidepressants, Topamax, Depakote, and the list keeps going), I had a great deal of trouble finding a preventative medicine that my body could tolerate at a therapeutic dose. Keppra keeps my migraines to a minimum (about 8 per year, which is so much better than the every-other-day I was experiencing).  I do have some fatigue and depression as side effects, but they are worth the trade off.",10
"January 18, 2016",,Keppra (levetiracetam) for Seizures:,"I have jerky events that have not technically been epilepsy, but it runs throughout my mom's side of the family and I have just started keppra at 2000mg a day. I have been on topamax for a couple years now and my doc added keppra in conjunction with 300mg topamax a day, since only 400mg of topamax a day was not working and the side effects of memory loss and painful pins/needles were too awful to deal with. Keppra so far has only made me feel a zonked and not too hungry, but my memory is coming back which I am happy about. I also have not had event. I am sure the zombieness will wear off with some time.",7
"April 12, 2015",,Keppra (levetiracetam) for Seizures:,"I began using generic Keppra in 10/14 after four seizures, 500 mg in the am and pm.  There were abnormalities in my EEG. No seizures but very sleepy and sluggish during the day and weight gain.  Neurologist changed medication one Keppra  extended release three weeks ago and now I'm losing my hair.  I'm calling the neurologist to see what we can do.",7
"June 28, 2009",,Keppra (levetiracetam) for Seizures:,"I have tonic-clonic seizures due to a malignant tumor in my frontal lobe.  I was prescribed phenytoin, which controlled the seizures but my doctors could not get my blood levels stable so I was constantly oscillating from sub-therapeutic to toxic.  After 6 months of trial and error with no success, I was switched to Keppra.  Keppra failed to control the seizures and I became hyperactive, easily agitated, and began having suicidal thoughts. My doctor made me switch back to phenytoin. The FDA recently required the manufacturer of Keppra to change the warning label to include these as known adverse reactions in some patients.",1
"April 6, 2009",,Keppra (levetiracetam) for Seizures:,"I have been taking keppra for about four years now. I have had no negative side effects or weird stuff that happens to those on keppra. I plan on taking 2000mg daily so hopefully I will not have any seizures.
",10
"October 20, 2011",,Keppra (levetiracetam) for New Daily Persistent Headache:,"Keppra made me very sleepy, and my hair came out in chunks- worse even than the hair loss from Topamax and Verapamil. I was also very angry and had no patience with my family. All these side effects, with very minimal help- my headaches began later in the day than normal. I went off of it and am now waiting on my insurance to approve Botox since I have tried all the others with no help except Topamax- which also made me too hostile and lose chunks of hair.",2
"September 2, 2009",,Keppra (levetiracetam) for Seizures:,"My 19 year old daughter started having gran mal seizures 3 years ago and was started on Keppra. She was started at 500mg/day and is now at 1000mg/day. Since starting, her seizures have been kept about 95% at bay. She still has an occasional mild seizure (2 in the past year), and they haven't been nearly as intense or as long as before starting Keppra. I'm very pleased and I know she is relieved. The only side effect I've noticed is some constipation. I haven't seen any negative changes in her demeanor.",9
"January 30, 2016",,Keppra (levetiracetam) for Epilepsy:,"I was diagnosed at 13 years old with grand mal seizures due to my period. Was put on Keppra 250 mg twice a day. I'm 21 now and still take it. It does control my seizures ( though I still get Aura's once in a while) and I have experienced all the side effects. My parents and friends will be the first to tell you how drastically I have changed from this medication. It makes you very irritable, tired, depressed, CRAZY mood swings and short tempered. Through the years, I've learned to handle it better. When I was 15 I stopped taking them to see if I grew it out of it, suggested by my neuro, and had 3 seizures in 3 days. Have been taking it every day ever since. Keeps me to live a normal life, like drive a car and go to school!",6
"March 29, 2017",Taken for 6 months to 1 year,Keppra (levetiracetam) for Epilepsy:,"My experience on keppra was awful . Partly responsible for me developing a state of encephalopathy.  
Mood was evil. I was threatening to strangers and family. I'd flip so suddenly from 0 to 100 without warning at the slightest word out of place. 
I'd say it's dangerous from patient perspective  and would not advocate it as a nurse.
Thoughts of negative actions... prolific",1
"June 24, 2013",Taken for 2 to 5 years,Keppra (levetiracetam) for Epilepsy:,The only few problems consists of drowsiness which is better than having seizures.  Another important issue is dosing. You most take every days worth or it can lead to an aura or a full fledged seizure which can effect drivers licences (loss of 2 years). ,8
"February 12, 2020",Taken for 6 months to 1 year,For Seizures:,"I took levetiracetam for about six months at a relatively high dose, for focal onset seizures. For the first month or so I was absolutely fine, with the only noticeable side effects being the occasional bout of nausea before breakfast. However, at the 2-3 month mark my moods started to worsen, I became withdrawn, lost interest in a lot of my previous hobbies, and just felt pretty rubbishy in general. At the 5 month mark, I had a nervous breakdown and spent a whole night throwing hurting myself. After this, I tapered myself off the medication, and my life improved significantly.

Levetericatam is horrible. Wouldn't recommend this drug to anyone, though I'll give it a rating of 2, since it technically got rid of my seizures.",2
"June 9, 2018",Taken for 2 to 5 years,Keppra (levetiracetam) for Epilepsy:,"Keppra was terrible for me.  The worst was the mood swings that were uncontrollable for me. I'm a nice guy, but I literally hated everyone. Fired from jobs for misconduct and anger issues.  I had surgery in 2012 and it improved my situation, but I still take Vimpat, Lamotrogine, and have my medical marijuana license as well.  Looking and feeling like the best meds combination for me.",1
"February 19, 2017",Taken for 2 to 5 years,Keppra XR (levetiracetam) for Epilepsy:,"I was diagnosed with juvenile myoclonic epilepsy in 2010 and was started on depakote, after gaining 40 lbs and still having seizures on that medication, my doc switched me to Keppra XR, initially I started out on 500mg once a day and was feeling a little drowsy but ok, I was still having muscle jerks so she upped the dose to 1500mg once a day and started having severe fatigue, as a college student this was affecting my studies severely. Now, on the same dosage for 3 years, I have memory loss, severe exhaustion and fatigue, headaches and dizziness every day and my school work is being negatively affected. My doc refuses to change my medication since I haven't had a seizure while on keppra XR.",3
"May 28, 2010",,Keppra (levetiracetam) for Seizures:,"I did not get seizures daily, weekly, monthly or yearly not that I'm aware of anyway.  I had my first major seizure at 37 years old at a wedding, next one was at 42 years old and recently May 10 (46 years old) on my way to work at our ferry. I've been on Tegretol, Dilantin and now Keppra...now I see the difference. The Keppra is working great where before I may have been having light seizures and did not know it. My eyes were blinking too fast. I thought that was tired eyes, my right hand would become numb while sleeping and I thought it was just from sleeping the wrong way.",8
"April 13, 2016",Taken for less than 1 month,Keppra (levetiracetam) for Seizures:,"Our daughter was diagnosed 7 yrs ago and is now10 . She has tonic clonic and partial seizures sometimes out to 15 in one day bless her . We've tried epilim which was great for about 4 yrs  the they crept back up so we tried tegratol and lamotragine together. They didn't work at all , so now she's on keppra. After just 3 days she  had fits and was very happy girl . ( she has severe developmental delay) so it is hard to judge how she is feeling , but now she isn't eating and seems very very aggressive, we don't know what to do for the best?!?!?!?!",6
